loan_id,Customer_ID,label,label_def,snapshot_date
CUS_0x1011_2023_11_01,CUS_0x1011,0,30dpd_6mob,2024-05-01
CUS_0x1018_2023_11_01,CUS_0x1018,1,30dpd_6mob,2024-05-01
CUS_0x1041_2023_11_01,CUS_0x1041,0,30dpd_6mob,2024-05-01
CUS_0x105b_2023_11_01,CUS_0x105b,0,30dpd_6mob,2024-05-01
CUS_0x107c_2023_11_01,CUS_0x107c,0,30dpd_6mob,2024-05-01
CUS_0x1107_2023_11_01,CUS_0x1107,1,30dpd_6mob,2024-05-01
CUS_0x117f_2023_11_01,CUS_0x117f,0,30dpd_6mob,2024-05-01
CUS_0x11a4_2023_11_01,CUS_0x11a4,1,30dpd_6mob,2024-05-01
CUS_0x123d_2023_11_01,CUS_0x123d,1,30dpd_6mob,2024-05-01
CUS_0x1281_2023_11_01,CUS_0x1281,1,30dpd_6mob,2024-05-01
CUS_0x12fa_2023_11_01,CUS_0x12fa,0,30dpd_6mob,2024-05-01
CUS_0x1358_2023_11_01,CUS_0x1358,1,30dpd_6mob,2024-05-01
CUS_0x1367_2023_11_01,CUS_0x1367,1,30dpd_6mob,2024-05-01
CUS_0x13b2_2023_11_01,CUS_0x13b2,0,30dpd_6mob,2024-05-01
CUS_0x13bc_2023_11_01,CUS_0x13bc,0,30dpd_6mob,2024-05-01
CUS_0x1416_2023_11_01,CUS_0x1416,0,30dpd_6mob,2024-05-01
CUS_0x14c1_2023_11_01,CUS_0x14c1,0,30dpd_6mob,2024-05-01
CUS_0x14ea_2023_11_01,CUS_0x14ea,0,30dpd_6mob,2024-05-01
CUS_0x159f_2023_11_01,CUS_0x159f,0,30dpd_6mob,2024-05-01
CUS_0x1604_2023_11_01,CUS_0x1604,0,30dpd_6mob,2024-05-01
CUS_0x1807_2023_11_01,CUS_0x1807,0,30dpd_6mob,2024-05-01
CUS_0x181c_2023_11_01,CUS_0x181c,0,30dpd_6mob,2024-05-01
CUS_0x18ea_2023_11_01,CUS_0x18ea,0,30dpd_6mob,2024-05-01
CUS_0x18fa_2023_11_01,CUS_0x18fa,0,30dpd_6mob,2024-05-01
CUS_0x19de_2023_11_01,CUS_0x19de,0,30dpd_6mob,2024-05-01
CUS_0x1ab7_2023_11_01,CUS_0x1ab7,1,30dpd_6mob,2024-05-01
CUS_0x1ab8_2023_11_01,CUS_0x1ab8,0,30dpd_6mob,2024-05-01
CUS_0x1afd_2023_11_01,CUS_0x1afd,0,30dpd_6mob,2024-05-01
CUS_0x1c40_2023_11_01,CUS_0x1c40,0,30dpd_6mob,2024-05-01
CUS_0x1c65_2023_11_01,CUS_0x1c65,0,30dpd_6mob,2024-05-01
CUS_0x1c96_2023_11_01,CUS_0x1c96,1,30dpd_6mob,2024-05-01
CUS_0x1d72_2023_11_01,CUS_0x1d72,0,30dpd_6mob,2024-05-01
CUS_0x1d8f_2023_11_01,CUS_0x1d8f,1,30dpd_6mob,2024-05-01
CUS_0x1ed8_2023_11_01,CUS_0x1ed8,1,30dpd_6mob,2024-05-01
CUS_0x1f1a_2023_11_01,CUS_0x1f1a,1,30dpd_6mob,2024-05-01
CUS_0x1f36_2023_11_01,CUS_0x1f36,0,30dpd_6mob,2024-05-01
CUS_0x1f9b_2023_11_01,CUS_0x1f9b,0,30dpd_6mob,2024-05-01
CUS_0x1fb0_2023_11_01,CUS_0x1fb0,0,30dpd_6mob,2024-05-01
CUS_0x1fb5_2023_11_01,CUS_0x1fb5,0,30dpd_6mob,2024-05-01
CUS_0x1fef_2023_11_01,CUS_0x1fef,0,30dpd_6mob,2024-05-01
CUS_0x202e_2023_11_01,CUS_0x202e,1,30dpd_6mob,2024-05-01
CUS_0x205f_2023_11_01,CUS_0x205f,1,30dpd_6mob,2024-05-01
CUS_0x20a6_2023_11_01,CUS_0x20a6,0,30dpd_6mob,2024-05-01
CUS_0x20ba_2023_11_01,CUS_0x20ba,0,30dpd_6mob,2024-05-01
CUS_0x2206_2023_11_01,CUS_0x2206,1,30dpd_6mob,2024-05-01
CUS_0x229d_2023_11_01,CUS_0x229d,0,30dpd_6mob,2024-05-01
CUS_0x22be_2023_11_01,CUS_0x22be,0,30dpd_6mob,2024-05-01
CUS_0x22bf_2023_11_01,CUS_0x22bf,1,30dpd_6mob,2024-05-01
CUS_0x2599_2023_11_01,CUS_0x2599,0,30dpd_6mob,2024-05-01
CUS_0x264b_2023_11_01,CUS_0x264b,0,30dpd_6mob,2024-05-01
CUS_0x2708_2023_11_01,CUS_0x2708,0,30dpd_6mob,2024-05-01
CUS_0x2748_2023_11_01,CUS_0x2748,0,30dpd_6mob,2024-05-01
CUS_0x2800_2023_11_01,CUS_0x2800,0,30dpd_6mob,2024-05-01
CUS_0x2883_2023_11_01,CUS_0x2883,1,30dpd_6mob,2024-05-01
CUS_0x2912_2023_11_01,CUS_0x2912,0,30dpd_6mob,2024-05-01
CUS_0x2999_2023_11_01,CUS_0x2999,1,30dpd_6mob,2024-05-01
CUS_0x2a05_2023_11_01,CUS_0x2a05,0,30dpd_6mob,2024-05-01
CUS_0x2a09_2023_11_01,CUS_0x2a09,0,30dpd_6mob,2024-05-01
CUS_0x2a1b_2023_11_01,CUS_0x2a1b,0,30dpd_6mob,2024-05-01
CUS_0x2a4e_2023_11_01,CUS_0x2a4e,0,30dpd_6mob,2024-05-01
CUS_0x2a52_2023_11_01,CUS_0x2a52,0,30dpd_6mob,2024-05-01
CUS_0x2b15_2023_11_01,CUS_0x2b15,0,30dpd_6mob,2024-05-01
CUS_0x2b1a_2023_11_01,CUS_0x2b1a,0,30dpd_6mob,2024-05-01
CUS_0x2c06_2023_11_01,CUS_0x2c06,1,30dpd_6mob,2024-05-01
CUS_0x2c3e_2023_11_01,CUS_0x2c3e,0,30dpd_6mob,2024-05-01
CUS_0x2ca6_2023_11_01,CUS_0x2ca6,0,30dpd_6mob,2024-05-01
CUS_0x2d17_2023_11_01,CUS_0x2d17,0,30dpd_6mob,2024-05-01
CUS_0x2d25_2023_11_01,CUS_0x2d25,0,30dpd_6mob,2024-05-01
CUS_0x2dbc_2023_11_01,CUS_0x2dbc,0,30dpd_6mob,2024-05-01
CUS_0x2e28_2023_11_01,CUS_0x2e28,0,30dpd_6mob,2024-05-01
CUS_0x2e79_2023_11_01,CUS_0x2e79,0,30dpd_6mob,2024-05-01
CUS_0x2ef3_2023_11_01,CUS_0x2ef3,0,30dpd_6mob,2024-05-01
CUS_0x303b_2023_11_01,CUS_0x303b,1,30dpd_6mob,2024-05-01
CUS_0x30c8_2023_11_01,CUS_0x30c8,0,30dpd_6mob,2024-05-01
CUS_0x312c_2023_11_01,CUS_0x312c,1,30dpd_6mob,2024-05-01
CUS_0x3149_2023_11_01,CUS_0x3149,1,30dpd_6mob,2024-05-01
CUS_0x3188_2023_11_01,CUS_0x3188,0,30dpd_6mob,2024-05-01
CUS_0x31e3_2023_11_01,CUS_0x31e3,0,30dpd_6mob,2024-05-01
CUS_0x3260_2023_11_01,CUS_0x3260,0,30dpd_6mob,2024-05-01
CUS_0x328e_2023_11_01,CUS_0x328e,0,30dpd_6mob,2024-05-01
CUS_0x32ed_2023_11_01,CUS_0x32ed,0,30dpd_6mob,2024-05-01
CUS_0x3336_2023_11_01,CUS_0x3336,0,30dpd_6mob,2024-05-01
CUS_0x3352_2023_11_01,CUS_0x3352,0,30dpd_6mob,2024-05-01
CUS_0x33b4_2023_11_01,CUS_0x33b4,1,30dpd_6mob,2024-05-01
CUS_0x3434_2023_11_01,CUS_0x3434,1,30dpd_6mob,2024-05-01
CUS_0x348a_2023_11_01,CUS_0x348a,0,30dpd_6mob,2024-05-01
CUS_0x352f_2023_11_01,CUS_0x352f,0,30dpd_6mob,2024-05-01
CUS_0x3570_2023_11_01,CUS_0x3570,0,30dpd_6mob,2024-05-01
CUS_0x35a4_2023_11_01,CUS_0x35a4,0,30dpd_6mob,2024-05-01
CUS_0x3608_2023_11_01,CUS_0x3608,0,30dpd_6mob,2024-05-01
CUS_0x3621_2023_11_01,CUS_0x3621,0,30dpd_6mob,2024-05-01
CUS_0x3636_2023_11_01,CUS_0x3636,0,30dpd_6mob,2024-05-01
CUS_0x363d_2023_11_01,CUS_0x363d,0,30dpd_6mob,2024-05-01
CUS_0x3650_2023_11_01,CUS_0x3650,0,30dpd_6mob,2024-05-01
CUS_0x36c5_2023_11_01,CUS_0x36c5,1,30dpd_6mob,2024-05-01
CUS_0x3708_2023_11_01,CUS_0x3708,1,30dpd_6mob,2024-05-01
CUS_0x376b_2023_11_01,CUS_0x376b,1,30dpd_6mob,2024-05-01
CUS_0x3799_2023_11_01,CUS_0x3799,1,30dpd_6mob,2024-05-01
CUS_0x37e1_2023_11_01,CUS_0x37e1,0,30dpd_6mob,2024-05-01
CUS_0x391a_2023_11_01,CUS_0x391a,0,30dpd_6mob,2024-05-01
CUS_0x39ad_2023_11_01,CUS_0x39ad,0,30dpd_6mob,2024-05-01
CUS_0x3a41_2023_11_01,CUS_0x3a41,0,30dpd_6mob,2024-05-01
CUS_0x3a93_2023_11_01,CUS_0x3a93,1,30dpd_6mob,2024-05-01
CUS_0x3ace_2023_11_01,CUS_0x3ace,1,30dpd_6mob,2024-05-01
CUS_0x3ad0_2023_11_01,CUS_0x3ad0,0,30dpd_6mob,2024-05-01
CUS_0x3bad_2023_11_01,CUS_0x3bad,0,30dpd_6mob,2024-05-01
CUS_0x3bbe_2023_11_01,CUS_0x3bbe,0,30dpd_6mob,2024-05-01
CUS_0x3c6a_2023_11_01,CUS_0x3c6a,0,30dpd_6mob,2024-05-01
CUS_0x3c90_2023_11_01,CUS_0x3c90,0,30dpd_6mob,2024-05-01
CUS_0x3c9b_2023_11_01,CUS_0x3c9b,1,30dpd_6mob,2024-05-01
CUS_0x3e6b_2023_11_01,CUS_0x3e6b,0,30dpd_6mob,2024-05-01
CUS_0x3ee9_2023_11_01,CUS_0x3ee9,0,30dpd_6mob,2024-05-01
CUS_0x3ef_2023_11_01,CUS_0x3ef,1,30dpd_6mob,2024-05-01
CUS_0x3f12_2023_11_01,CUS_0x3f12,0,30dpd_6mob,2024-05-01
CUS_0x3f43_2023_11_01,CUS_0x3f43,0,30dpd_6mob,2024-05-01
CUS_0x3fcf_2023_11_01,CUS_0x3fcf,0,30dpd_6mob,2024-05-01
CUS_0x403a_2023_11_01,CUS_0x403a,0,30dpd_6mob,2024-05-01
CUS_0x406c_2023_11_01,CUS_0x406c,1,30dpd_6mob,2024-05-01
CUS_0x4075_2023_11_01,CUS_0x4075,0,30dpd_6mob,2024-05-01
CUS_0x40d7_2023_11_01,CUS_0x40d7,0,30dpd_6mob,2024-05-01
CUS_0x411e_2023_11_01,CUS_0x411e,0,30dpd_6mob,2024-05-01
CUS_0x41e4_2023_11_01,CUS_0x41e4,0,30dpd_6mob,2024-05-01
CUS_0x41e5_2023_11_01,CUS_0x41e5,0,30dpd_6mob,2024-05-01
CUS_0x42ac_2023_11_01,CUS_0x42ac,0,30dpd_6mob,2024-05-01
CUS_0x4329_2023_11_01,CUS_0x4329,1,30dpd_6mob,2024-05-01
CUS_0x442e_2023_11_01,CUS_0x442e,0,30dpd_6mob,2024-05-01
CUS_0x4488_2023_11_01,CUS_0x4488,0,30dpd_6mob,2024-05-01
CUS_0x448c_2023_11_01,CUS_0x448c,1,30dpd_6mob,2024-05-01
CUS_0x44f_2023_11_01,CUS_0x44f,0,30dpd_6mob,2024-05-01
CUS_0x451e_2023_11_01,CUS_0x451e,1,30dpd_6mob,2024-05-01
CUS_0x455e_2023_11_01,CUS_0x455e,1,30dpd_6mob,2024-05-01
CUS_0x4588_2023_11_01,CUS_0x4588,0,30dpd_6mob,2024-05-01
CUS_0x45df_2023_11_01,CUS_0x45df,0,30dpd_6mob,2024-05-01
CUS_0x465c_2023_11_01,CUS_0x465c,1,30dpd_6mob,2024-05-01
CUS_0x46dc_2023_11_01,CUS_0x46dc,0,30dpd_6mob,2024-05-01
CUS_0x4715_2023_11_01,CUS_0x4715,0,30dpd_6mob,2024-05-01
