loan_id,Customer_ID,label,label_def,snapshot_date
CUS_0x1026_2023_10_01,CUS_0x1026,0,30dpd_6mob,2024-04-01
CUS_0x109b_2023_10_01,CUS_0x109b,1,30dpd_6mob,2024-04-01
CUS_0x10ff_2023_10_01,CUS_0x10ff,0,30dpd_6mob,2024-04-01
CUS_0x1100_2023_10_01,CUS_0x1100,1,30dpd_6mob,2024-04-01
CUS_0x112f_2023_10_01,CUS_0x112f,1,30dpd_6mob,2024-04-01
CUS_0x1134_2023_10_01,CUS_0x1134,0,30dpd_6mob,2024-04-01
CUS_0x1168_2023_10_01,CUS_0x1168,0,30dpd_6mob,2024-04-01
CUS_0x12e7_2023_10_01,CUS_0x12e7,1,30dpd_6mob,2024-04-01
CUS_0x138e_2023_10_01,CUS_0x138e,0,30dpd_6mob,2024-04-01
CUS_0x147c_2023_10_01,CUS_0x147c,1,30dpd_6mob,2024-04-01
CUS_0x1498_2023_10_01,CUS_0x1498,1,30dpd_6mob,2024-04-01
CUS_0x14f5_2023_10_01,CUS_0x14f5,1,30dpd_6mob,2024-04-01
CUS_0x16a5_2023_10_01,CUS_0x16a5,0,30dpd_6mob,2024-04-01
CUS_0x16d3_2023_10_01,CUS_0x16d3,1,30dpd_6mob,2024-04-01
CUS_0x1748_2023_10_01,CUS_0x1748,1,30dpd_6mob,2024-04-01
CUS_0x1773_2023_10_01,CUS_0x1773,0,30dpd_6mob,2024-04-01
CUS_0x188f_2023_10_01,CUS_0x188f,0,30dpd_6mob,2024-04-01
CUS_0x18af_2023_10_01,CUS_0x18af,1,30dpd_6mob,2024-04-01
CUS_0x1912_2023_10_01,CUS_0x1912,0,30dpd_6mob,2024-04-01
CUS_0x191f_2023_10_01,CUS_0x191f,0,30dpd_6mob,2024-04-01
CUS_0x193e_2023_10_01,CUS_0x193e,1,30dpd_6mob,2024-04-01
CUS_0x1979_2023_10_01,CUS_0x1979,0,30dpd_6mob,2024-04-01
CUS_0x19d4_2023_10_01,CUS_0x19d4,1,30dpd_6mob,2024-04-01
CUS_0x1aaf_2023_10_01,CUS_0x1aaf,0,30dpd_6mob,2024-04-01
CUS_0x1abb_2023_10_01,CUS_0x1abb,0,30dpd_6mob,2024-04-01
CUS_0x1b00_2023_10_01,CUS_0x1b00,0,30dpd_6mob,2024-04-01
CUS_0x1b6d_2023_10_01,CUS_0x1b6d,1,30dpd_6mob,2024-04-01
CUS_0x1b99_2023_10_01,CUS_0x1b99,0,30dpd_6mob,2024-04-01
CUS_0x1baf_2023_10_01,CUS_0x1baf,0,30dpd_6mob,2024-04-01
CUS_0x1be0_2023_10_01,CUS_0x1be0,1,30dpd_6mob,2024-04-01
CUS_0x1c1c_2023_10_01,CUS_0x1c1c,0,30dpd_6mob,2024-04-01
CUS_0x1c7d_2023_10_01,CUS_0x1c7d,0,30dpd_6mob,2024-04-01
CUS_0x1d1f_2023_10_01,CUS_0x1d1f,0,30dpd_6mob,2024-04-01
CUS_0x1d9e_2023_10_01,CUS_0x1d9e,0,30dpd_6mob,2024-04-01
CUS_0x1e06_2023_10_01,CUS_0x1e06,0,30dpd_6mob,2024-04-01
CUS_0x1e0f_2023_10_01,CUS_0x1e0f,0,30dpd_6mob,2024-04-01
CUS_0x1f24_2023_10_01,CUS_0x1f24,1,30dpd_6mob,2024-04-01
CUS_0x1f66_2023_10_01,CUS_0x1f66,0,30dpd_6mob,2024-04-01
CUS_0x1ffc_2023_10_01,CUS_0x1ffc,0,30dpd_6mob,2024-04-01
CUS_0x20e4_2023_10_01,CUS_0x20e4,0,30dpd_6mob,2024-04-01
CUS_0x215f_2023_10_01,CUS_0x215f,0,30dpd_6mob,2024-04-01
CUS_0x216a_2023_10_01,CUS_0x216a,1,30dpd_6mob,2024-04-01
CUS_0x22b3_2023_10_01,CUS_0x22b3,1,30dpd_6mob,2024-04-01
CUS_0x22e3_2023_10_01,CUS_0x22e3,1,30dpd_6mob,2024-04-01
CUS_0x2391_2023_10_01,CUS_0x2391,0,30dpd_6mob,2024-04-01
CUS_0x23a8_2023_10_01,CUS_0x23a8,0,30dpd_6mob,2024-04-01
CUS_0x23b5_2023_10_01,CUS_0x23b5,1,30dpd_6mob,2024-04-01
CUS_0x24b9_2023_10_01,CUS_0x24b9,1,30dpd_6mob,2024-04-01
CUS_0x24d4_2023_10_01,CUS_0x24d4,0,30dpd_6mob,2024-04-01
CUS_0x24df_2023_10_01,CUS_0x24df,0,30dpd_6mob,2024-04-01
CUS_0x253c_2023_10_01,CUS_0x253c,0,30dpd_6mob,2024-04-01
CUS_0x2594_2023_10_01,CUS_0x2594,1,30dpd_6mob,2024-04-01
CUS_0x2595_2023_10_01,CUS_0x2595,0,30dpd_6mob,2024-04-01
CUS_0x2671_2023_10_01,CUS_0x2671,0,30dpd_6mob,2024-04-01
CUS_0x26a1_2023_10_01,CUS_0x26a1,0,30dpd_6mob,2024-04-01
CUS_0x26e0_2023_10_01,CUS_0x26e0,1,30dpd_6mob,2024-04-01
CUS_0x272c_2023_10_01,CUS_0x272c,0,30dpd_6mob,2024-04-01
CUS_0x2734_2023_10_01,CUS_0x2734,0,30dpd_6mob,2024-04-01
CUS_0x275e_2023_10_01,CUS_0x275e,0,30dpd_6mob,2024-04-01
CUS_0x27d5_2023_10_01,CUS_0x27d5,0,30dpd_6mob,2024-04-01
CUS_0x2858_2023_10_01,CUS_0x2858,0,30dpd_6mob,2024-04-01
CUS_0x288d_2023_10_01,CUS_0x288d,0,30dpd_6mob,2024-04-01
CUS_0x289d_2023_10_01,CUS_0x289d,0,30dpd_6mob,2024-04-01
CUS_0x2924_2023_10_01,CUS_0x2924,0,30dpd_6mob,2024-04-01
CUS_0x2958_2023_10_01,CUS_0x2958,0,30dpd_6mob,2024-04-01
CUS_0x29e0_2023_10_01,CUS_0x29e0,0,30dpd_6mob,2024-04-01
CUS_0x2a03_2023_10_01,CUS_0x2a03,0,30dpd_6mob,2024-04-01
CUS_0x2a15_2023_10_01,CUS_0x2a15,1,30dpd_6mob,2024-04-01
CUS_0x2a66_2023_10_01,CUS_0x2a66,0,30dpd_6mob,2024-04-01
CUS_0x2a6b_2023_10_01,CUS_0x2a6b,0,30dpd_6mob,2024-04-01
CUS_0x2b2a_2023_10_01,CUS_0x2b2a,0,30dpd_6mob,2024-04-01
CUS_0x2b39_2023_10_01,CUS_0x2b39,0,30dpd_6mob,2024-04-01
CUS_0x2b61_2023_10_01,CUS_0x2b61,0,30dpd_6mob,2024-04-01
CUS_0x2bba_2023_10_01,CUS_0x2bba,0,30dpd_6mob,2024-04-01
CUS_0x2bd2_2023_10_01,CUS_0x2bd2,1,30dpd_6mob,2024-04-01
CUS_0x2ca8_2023_10_01,CUS_0x2ca8,0,30dpd_6mob,2024-04-01
CUS_0x2d03_2023_10_01,CUS_0x2d03,0,30dpd_6mob,2024-04-01
CUS_0x2d62_2023_10_01,CUS_0x2d62,0,30dpd_6mob,2024-04-01
CUS_0x2d88_2023_10_01,CUS_0x2d88,0,30dpd_6mob,2024-04-01
CUS_0x2de1_2023_10_01,CUS_0x2de1,0,30dpd_6mob,2024-04-01
CUS_0x2f31_2023_10_01,CUS_0x2f31,0,30dpd_6mob,2024-04-01
CUS_0x2f77_2023_10_01,CUS_0x2f77,0,30dpd_6mob,2024-04-01
CUS_0x2faa_2023_10_01,CUS_0x2faa,1,30dpd_6mob,2024-04-01
CUS_0x305e_2023_10_01,CUS_0x305e,0,30dpd_6mob,2024-04-01
CUS_0x30b7_2023_10_01,CUS_0x30b7,0,30dpd_6mob,2024-04-01
CUS_0x30b9_2023_10_01,CUS_0x30b9,0,30dpd_6mob,2024-04-01
CUS_0x30bd_2023_10_01,CUS_0x30bd,0,30dpd_6mob,2024-04-01
CUS_0x3108_2023_10_01,CUS_0x3108,0,30dpd_6mob,2024-04-01
CUS_0x312b_2023_10_01,CUS_0x312b,1,30dpd_6mob,2024-04-01
CUS_0x317a_2023_10_01,CUS_0x317a,0,30dpd_6mob,2024-04-01
CUS_0x3208_2023_10_01,CUS_0x3208,0,30dpd_6mob,2024-04-01
CUS_0x321c_2023_10_01,CUS_0x321c,0,30dpd_6mob,2024-04-01
CUS_0x32c7_2023_10_01,CUS_0x32c7,1,30dpd_6mob,2024-04-01
CUS_0x337b_2023_10_01,CUS_0x337b,0,30dpd_6mob,2024-04-01
CUS_0x33bc_2023_10_01,CUS_0x33bc,1,30dpd_6mob,2024-04-01
CUS_0x33ea_2023_10_01,CUS_0x33ea,0,30dpd_6mob,2024-04-01
CUS_0x340b_2023_10_01,CUS_0x340b,1,30dpd_6mob,2024-04-01
CUS_0x34b1_2023_10_01,CUS_0x34b1,0,30dpd_6mob,2024-04-01
CUS_0x3533_2023_10_01,CUS_0x3533,0,30dpd_6mob,2024-04-01
CUS_0x3752_2023_10_01,CUS_0x3752,0,30dpd_6mob,2024-04-01
CUS_0x38a0_2023_10_01,CUS_0x38a0,0,30dpd_6mob,2024-04-01
CUS_0x3934_2023_10_01,CUS_0x3934,0,30dpd_6mob,2024-04-01
CUS_0x39d3_2023_10_01,CUS_0x39d3,0,30dpd_6mob,2024-04-01
CUS_0x3a15_2023_10_01,CUS_0x3a15,0,30dpd_6mob,2024-04-01
