loan_id,Customer_ID,label,label_def,snapshot_date
CUS_0x102e_2024_04_01,CUS_0x102e,1,30dpd_6mob,2024-10-01
CUS_0x109d_2024_04_01,CUS_0x109d,0,30dpd_6mob,2024-10-01
CUS_0x112e_2024_04_01,CUS_0x112e,0,30dpd_6mob,2024-10-01
CUS_0x1183_2024_04_01,CUS_0x1183,0,30dpd_6mob,2024-10-01
CUS_0x1220_2024_04_01,CUS_0x1220,0,30dpd_6mob,2024-10-01
CUS_0x1226_2024_04_01,CUS_0x1226,0,30dpd_6mob,2024-10-01
CUS_0x1343_2024_04_01,CUS_0x1343,0,30dpd_6mob,2024-10-01
CUS_0x13c7_2024_04_01,CUS_0x13c7,1,30dpd_6mob,2024-10-01
CUS_0x13d5_2024_04_01,CUS_0x13d5,0,30dpd_6mob,2024-10-01
CUS_0x1422_2024_04_01,CUS_0x1422,1,30dpd_6mob,2024-10-01
CUS_0x14ce_2024_04_01,CUS_0x14ce,0,30dpd_6mob,2024-10-01
CUS_0x1528_2024_04_01,CUS_0x1528,0,30dpd_6mob,2024-10-01
CUS_0x1534_2024_04_01,CUS_0x1534,1,30dpd_6mob,2024-10-01
CUS_0x1628_2024_04_01,CUS_0x1628,1,30dpd_6mob,2024-10-01
CUS_0x16cf_2024_04_01,CUS_0x16cf,0,30dpd_6mob,2024-10-01
CUS_0x16d4_2024_04_01,CUS_0x16d4,0,30dpd_6mob,2024-10-01
CUS_0x17fb_2024_04_01,CUS_0x17fb,0,30dpd_6mob,2024-10-01
CUS_0x18ef_2024_04_01,CUS_0x18ef,0,30dpd_6mob,2024-10-01
CUS_0x18f7_2024_04_01,CUS_0x18f7,0,30dpd_6mob,2024-10-01
CUS_0x193c_2024_04_01,CUS_0x193c,1,30dpd_6mob,2024-10-01
CUS_0x1968_2024_04_01,CUS_0x1968,1,30dpd_6mob,2024-10-01
CUS_0x1999_2024_04_01,CUS_0x1999,0,30dpd_6mob,2024-10-01
CUS_0x1a03_2024_04_01,CUS_0x1a03,0,30dpd_6mob,2024-10-01
CUS_0x1a53_2024_04_01,CUS_0x1a53,0,30dpd_6mob,2024-10-01
CUS_0x1a5a_2024_04_01,CUS_0x1a5a,0,30dpd_6mob,2024-10-01
CUS_0x1a85_2024_04_01,CUS_0x1a85,1,30dpd_6mob,2024-10-01
CUS_0x1ba2_2024_04_01,CUS_0x1ba2,0,30dpd_6mob,2024-10-01
CUS_0x1c26_2024_04_01,CUS_0x1c26,1,30dpd_6mob,2024-10-01
CUS_0x1c98_2024_04_01,CUS_0x1c98,0,30dpd_6mob,2024-10-01
CUS_0x1cc3_2024_04_01,CUS_0x1cc3,1,30dpd_6mob,2024-10-01
CUS_0x1d15_2024_04_01,CUS_0x1d15,0,30dpd_6mob,2024-10-01
CUS_0x1d2c_2024_04_01,CUS_0x1d2c,0,30dpd_6mob,2024-10-01
CUS_0x1d4e_2024_04_01,CUS_0x1d4e,0,30dpd_6mob,2024-10-01
CUS_0x1dd4_2024_04_01,CUS_0x1dd4,0,30dpd_6mob,2024-10-01
CUS_0x1ec9_2024_04_01,CUS_0x1ec9,1,30dpd_6mob,2024-10-01
CUS_0x1ed2_2024_04_01,CUS_0x1ed2,1,30dpd_6mob,2024-10-01
CUS_0x1ed5_2024_04_01,CUS_0x1ed5,1,30dpd_6mob,2024-10-01
CUS_0x1edc_2024_04_01,CUS_0x1edc,0,30dpd_6mob,2024-10-01
CUS_0x1f9c_2024_04_01,CUS_0x1f9c,0,30dpd_6mob,2024-10-01
CUS_0x1fbd_2024_04_01,CUS_0x1fbd,0,30dpd_6mob,2024-10-01
