Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x1044,33441.59,2748.799166666666,2,4,1.0,0.0,,1,4,9.58,5.0,,154.96,35.984108540767004,31 Years and 11 Months,No,0.0,229.53226,Low_spent_Small_value_payments,335.34766,2023-06-01,0.0,0,383,31.916666,0.004633751
CUS_0x104e,19180.87,1688.405833333333,8,4,18.0,4.0,"Debt Consolidation Loan, Auto Loan, Payday Loan, and Payday Loan",5,17,9.32,6.0,Standard,1127.57,29.46533771819808,25 Years and 2 Months,No,57.364212,107.98323,High_spent_Small_value_payments,263.49313,2023-06-01,0.0,0,302,25.166666,0.058786176
CUS_0x105c,127617.6,10596.8,0,4,5.0,3.0,"Not Specified, Mortgage Loan, and Payday Loan",3,6,12.22,0.0,Good,542.91,39.87736764081963,24 Years and 4 Months,No,211.05461,10000.0,High_spent_Medium_value_payments,861.60065,2023-06-01,0.0,0,292,24.333334,0.0042541935
CUS_0x10ee,12660.16,909.0133333333332,5,7,15.0,0.0,,8,14,15.1,2.0,Standard,456.02,33.46263115825526,25 Years and 4 Months,No,0.0,10000.0,,338.25494,2023-06-01,0.0,0,304,25.333334,0.03602008
CUS_0x1136,37360.94,2864.411666666667,10,5,33.0,5.0,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",44,12,,11.0,Standard,1271.23,36.19634556049452,11 Years and 10 Months,Yes,93.34174,254.4781,Low_spent_Small_value_payments,228.62132,2023-06-01,1.0,0,142,11.833333,0.03402564
CUS_0x1154,7645.095,632.0912500000002,9,9,19.0,5.0,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",42,18,21.14,10.0,Bad,2869.83,24.63934637515448,12 Years and 2 Months,Yes,17.48785,48.623913,Low_spent_Small_value_payments,287.09735,2023-06-01,1.0,0,146,12.166667,0.37538186
CUS_0x1156,10060.015,1103.3345833333333,3,9,17.0,6.0,"Student Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",18,12,9.29,15.0,Standard,1971.81,26.65609993818429,10 Years and 10 Months,Yes,32.284325,72.27556,High_spent_Small_value_payments,265.77356,2023-06-01,1.0,0,130,10.833333,0.19600469
CUS_0x119e,63601.48,5400.123333333334,3,7,15.0,6.0,"Auto Loan, Mortgage Loan, Student Loan, Home Equity Loan, Auto Loan, and Not Specified",26,13,19.49,6.0,Standard,1191.91,25.704061995632163,19 Years and 9 Months,Yes,184.69164,121.517044,High_spent_Large_value_payments,473.80365,2023-06-01,1.0,0,237,19.75,0.018740287
CUS_0x128e,20232.11,1918.009166666667,5,3,6.0,5.0,"Mortgage Loan, Payday Loan, Auto Loan, Not Specified, and Mortgage Loan",9,20,15.86,7.0,Standard,1104.6,29.79703171752677,9 Years and 4 Months,Yes,48.657764,126.78797,Low_spent_Large_value_payments,286.3552,2023-06-01,1.0,0,112,9.333333,0.054596383
CUS_0x1319,138613.48,11706.123333333337,7,5,10.0,3.0,"Personal Loan, Personal Loan, and Personal Loan",19,20,6.49,4.0,,768.69,31.69324507637123,17 Years and 10 Months,No,182.17624,409.1683,High_spent_Small_value_payments,839.26776,2023-06-01,0.0,0,214,17.833334,0.0055455645
CUS_0x1329,160573.56,13293.13,1,2,8.0,1.0,Mortgage Loan,12,3,2.01,4.0,Good,551.26,38.73971091731583,19 Years and 10 Months,No,121.17894,386.78412,High_spent_Medium_value_payments,1071.35,2023-06-01,0.0,0,238,19.833334,0.0034330683
