Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x10ac,16718.645,1270.2204166666668,7,3,15.0,4.0,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",26,11,18.45,1.0,,853.41,31.39733884144666,16 Years and 3 Months,No,50.961937,36.413094,,319.647,2024-08-01,0.0,0,195,16.25,0.051045403
CUS_0x10c5,158623.16,13180.596666666665,2,7,10.0,1.0,Payday Loan,10,5,6.04,0.0,Good,1134.83,41.7968001237713,30 Years and 2 Months,No,91.033905,282.7187,High_spent_Medium_value_payments,1194.3071,2024-08-01,0.0,0,362,30.166666,0.0071542514
CUS_0x1145,17975.32,1444.9433333333334,6,5,32.0,9.0,"Student Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Payday Loan, Payday Loan, Not Specified, and Credit-Builder Loan",61,25,8.9,13.0,Bad,1263.1,25.681798029462104,12 Years and 5 Months,Yes,76.450325,176.77621,Low_spent_Small_value_payments,181.26779,2024-08-01,1.0,0,149,12.416667,0.070268564
CUS_0x11ac,69136.54,5902.378333333332,3,4,14.0,0.0,,14,18,7.18,3.0,Standard,478.85,32.103163720187204,17 Years and 5 Months,Yes,0.0,435.937,Low_spent_Small_value_payments,444.30084,2024-08-01,1.0,0,209,17.416666,0.0069261496
CUS_0x122c,36346.13,3188.8441666666663,8,6,11.0,3.0,"Credit-Builder Loan, Home Equity Loan, and Auto Loan",21,15,10.54,4.0,Good,1252.46,28.06670356275372,22 Years and 2 Months,NM,89.061554,110.509705,High_spent_Medium_value_payments,369.31317,2024-08-01,,1,266,22.166666,0.03445924
CUS_0x1274,49070.94,4128.245000000001,8,4,4041.0,3.0,"Student Loan, Payday Loan, and Payday Loan",13,17,12.81,8.0,Standard,1800.41,28.695714048288423,5 Years and 11 Months,NM,72.7388,330.0514,Low_spent_Small_value_payments,300.0343,2024-08-01,,1,71,5.9166665,0.036689945
CUS_0x1288,60938.13,5163.1775,10,8,31.0,8.0,"Payday Loan, Payday Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",26,21,17.49,9.0,Bad,3947.24,36.591277640451366,5 Years and 5 Months,Yes,378.3047,509.04523,Low_spent_Large_value_payments,269.71628,2024-08-01,1.0,0,65,5.4166665,0.06477455
CUS_0x12cc,20521.36,1721.1133333333337,10,8,17.0,3.0,"Personal Loan, Payday Loan, and Mortgage Loan",21,12,14.94,10.0,Standard,1896.78,22.72443389046489,10 Years and 9 Months,Yes,42.152042,110.963356,,244.4193,2024-08-01,1.0,0,129,10.75,0.09242955
CUS_0x1338,20078.47,1447.2058333333334,10,10,31.0,8.0,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",43,22,25.27,13.0,,4545.35,31.77552413597813,13 Years and 10 Months,NM,120.33401,78.19652,Low_spent_Small_value_payments,236.19005,2024-08-01,,1,166,13.833333,0.2263793
CUS_0x1370,10216.36,587.015816993938,10,8,22.0,5.0,"Mortgage Loan, Personal Loan, Student Loan, Student Loan, and Personal Loan",20,23,19.55,6.0,Bad,3703.66,29.45673779882207,12 Years and 2 Months,Yes,121.22973,26.723717,High_spent_Medium_value_payments,262.3304,2024-08-01,1.0,0,146,12.166667,0.36252245
CUS_0x1378,18064.06,1579.3383333333334,6,5,224.0,6.0,"Auto Loan, Student Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",16,10,19.9,6.0,,2116.7,29.334724231235214,8 Years and 4 Months,Yes,77.44174,144.55821,,215.93387,2024-08-01,1.0,0,100,8.333333,0.11717742
CUS_0x139b,29313.3,2151.775,4,5,1.0,3.0,"Credit-Builder Loan, Home Equity Loan, and Not Specified",-1,4,5.95,7.0,Good,341.96,28.1956160067984,32 Years and 5 Months,No,52.217022,128.96053,High_spent_Small_value_payments,293.99997,2024-08-01,0.0,0,389,32.416668,0.0116656935
CUS_0x13a9,19473208.0,4618.901666666667,3,7,5.0,3.0,"Credit-Builder Loan, Auto Loan, and Mortgage Loan",14,12,2.03,7.0,Good,140.59,31.806449286785607,28 Years and 8 Months,No,92.50592,114.27161,High_spent_Medium_value_payments,505.11264,2024-08-01,0.0,0,344,28.666666,7.219663e-06
CUS_0x13ce,18710.74,1363.2283333333337,2,6,8.0,4.0,"Payday Loan, Credit-Builder Loan, Payday Loan, and Student Loan",1,8,5.13,5.0,Good,830.7,22.738380137182425,29 Years and 8 Months,No,50.32093,63.221516,Low_spent_Large_value_payments,292.7804,2024-08-01,0.0,0,356,29.666666,0.044396963
CUS_0x147a,14384.4,1218.7,3,7,19.0,6.0,"Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",20,17,11.11,5.0,Standard,1465.3,35.84786534241495,7 Years and 3 Months,Yes,65.497086,10.794806,High_spent_Large_value_payments,285.57812,2024-08-01,1.0,0,87,7.25,0.1018673
CUS_0x1510,53218.86,4715.905,10,9,25.0,2.0,"Not Specified, and Credit-Builder Loan",26,19,8.67,12.0,Bad,2623.47,35.49573058413532,7 Years and 10 Months,Yes,56.38856,146.7492,High_spent_Medium_value_payments,518.45276,2024-08-01,1.0,0,94,7.8333335,0.04929587
CUS_0x1572,83384.2,7080.6833333333325,3,9,24.0,3.0,"Student Loan, Debt Consolidation Loan, and Personal Loan",27,11,15.14,9.0,Standard,2613.85,28.4555658590812,12 Years and 6 Months,Yes,112.010414,105.62449,High_spent_Large_value_payments,730.4334,2024-08-01,1.0,0,150,12.5,0.031347066
CUS_0x159b,55670.07,4395.1725,3,10,26.0,3.0,"Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",14,19,7.7,11.0,Standard,2074.85,37.91147817823455,7 Years and 0 Months,Yes,136.77475,146.39845,High_spent_Medium_value_payments,406.34406,2024-08-01,1.0,0,84,7.0,0.03727048
CUS_0x15f1,51568.11,4016.3425,6,10,26.0,5.0,"Auto Loan, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",27,14,,11.0,,2620.12,36.11804355157668,10 Years and 2 Months,Yes,172.0831,94.300476,High_spent_Large_value_payments,375.25067,2024-08-01,1.0,0,122,10.166667,0.050808925
CUS_0x1621,18329.93,1312.4941666666666,7,6,6.0,6.0,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",17,11,18.41,6.0,Standard,161.04,35.1546051267892,19 Years and 11 Months,NM,51.967094,176.12276,Low_spent_Small_value_payments,193.15958,2024-08-01,,1,239,19.916666,0.008785631
CUS_0x1638,32370.6,2862.55,7,10,32.0,5.0,"Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Student Loan",59,24,6.03,11.0,Bad,3293.91,34.933903501309835,7 Years and 10 Months,Yes,74.73803,161.01013,Low_spent_Small_value_payments,340.50684,2024-08-01,1.0,0,94,7.8333335,0.10175622
CUS_0x165b,142717.44,11947.12,5,4,13.0,0.0,,26,13,17.99,9.0,Standard,1413.48,39.01554454449492,16 Years and 11 Months,Yes,0.0,531.34125,High_spent_Small_value_payments,923.3708,2024-08-01,1.0,0,203,16.916666,0.009904046
CUS_0x1890,20823.28,1473.273333333333,7,6,25.0,7.0,"Student Loan, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Mortgage Loan",25,25,23.59,12.0,,2634.7,31.43110659171338,2 Years and 10 Months,Yes,85.86896,99.05035,,252.40802,2024-08-01,1.0,0,34,2.8333333,0.12652665
CUS_0x18f5,41801.68,3280.473333333333,4,3,18.0,3.0,"Not Specified, Debt Consolidation Loan, and Not Specified",10,9,5.11,1.0,Standard,140.6,29.749240908243465,19 Years and 4 Months,Yes,71.71706,360.48526,Low_spent_Small_value_payments,185.84502,2024-08-01,1.0,0,232,19.333334,0.0033635013
CUS_0x1900,8137.625,680.1354166666666,8,6,34.0,8.0,"Mortgage Loan, Mortgage Loan, Mortgage Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",35,21,17.53,6.0,Bad,3938.7,23.16947211045905,2 Years and 5 Months,Yes,53.34367,35.015095,Low_spent_Small_value_payments,269.6548,2024-08-01,1.0,0,29,2.4166667,0.484011
CUS_0x1947,107458.2,8698.85,8,3,7.0,1.0,Student Loan,17,7,7.64,1.0,Good,244.5,42.29234770376012,32 Years and 6 Months,No,89.406006,95.16847,High_spent_Large_value_payments,925.31055,2024-08-01,0.0,0,390,32.5,0.0022753032
CUS_0x194f,29503.65,2309.6375000000007,5,5,14.0,3.0,"Not Specified, Home Equity Loan, and Credit-Builder Loan",4,12,1.09,2.0,Standard,329.02,38.03964782871467,21 Years and 6 Months,No,50.98221,136.65318,High_spent_Small_value_payments,303.32837,2024-08-01,0.0,0,258,21.5,0.01115184
CUS_0x19a5,8493710.0,3136.363333333333,4,4,7.0,1.0,Credit-Builder Loan,6,16,13.03,0.0,Standard,90.37,34.47893561077973,25 Years and 6 Months,Yes,28.447687,130.3052,Low_spent_Medium_value_payments,434.88345,2024-08-01,1.0,0,306,25.5,1.0639638e-05
CUS_0x1a06,24873.1,1848.7583333333328,3,6,8.0,3.0,"Auto Loan, Mortgage Loan, and Not Specified",23,17,6.65,6.0,Standard,30.31,32.41380938642611,5 Years and 9 Months,Yes,39.8407,206.04744,Low_spent_Small_value_payments,228.9877,2024-08-01,1.0,0,69,5.75,0.0012185855
CUS_0x1a3b,33082.87,2785.9058333333337,5,1194,12.0,4.0,"Payday Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",17,16,18.4,12.0,Standard,576.44,31.15524780645956,19 Years and 4 Months,Yes,78.16491,69.03675,High_spent_Large_value_payments,371.38892,2024-08-01,1.0,0,232,19.333334,0.017424123
CUS_0x1a57,63383.1,5443.925,6,3,8.0,3.0,"Student Loan, Auto Loan, and Auto Loan",26,16,7.54,5.0,Standard,549.06,37.17231214663116,31 Years and 2 Months,Yes,151.43425,565.3475,Low_spent_Small_value_payments,117.61077,2024-08-01,1.0,0,374,31.166666,0.008662561
CUS_0x1a96,28681.38,2127.115,3,5,2.0,0.0,,2,5,4.82,4.0,Good,467.64,32.00410689909755,19 Years and 6 Months,No,0.0,161.8166,,335.1314,2024-08-01,0.0,0,234,19.5,0.016304655
CUS_0x1ad3,14231.96,1200.230049567401,8,5,18.0,5.0,"Home Equity Loan, Personal Loan, Home Equity Loan, Auto Loan, and Not Specified",41,25,10.47,10.0,Bad,2465.39,28.315782580662685,10 Years and 10 Months,Yes,167.53336,12.812416,High_spent_Large_value_payments,305.9205,2024-08-01,1.0,0,130,10.833333,0.17322911
CUS_0x1bfd,19186.4,1645.8666666666668,6,10,24.0,4.0,"Personal Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",34,15,11.98,11.0,Standard,1753.33,30.923764879468585,8 Years and 10 Months,Yes,47.83431,92.97065,Low_spent_Large_value_payments,293.7817,2024-08-01,1.0,0,106,8.833333,0.09138399
CUS_0x1c2a,33410.45,3059.2041666666664,4,6,19.0,0.0,,27,15,10.91,1.0,Standard,693.39,36.86902905998653,28 Years and 2 Months,Yes,0.0,129.86226,Low_spent_Small_value_payments,466.05817,2024-08-01,1.0,0,338,28.166666,0.020753687
