Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x1000,30625.94,2706.1616666666664,6,5,27.0,2.0,"Credit-Builder Loan, and Home Equity Loan",57,26,1.63,11.0,Bad,1562.91,30.07719135017377,10 Years and 9 Months,Yes,42.94109,77.31428,High_spent_Medium_value_payments,400.3608,2023-05-01,1.0,0,129,10.75,0.05103223
CUS_0x108a,36982.36,2554.813823273585,7,9,21.0,9.0,"Student Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",15,15,24.61,15.0,,4882.12,32.002993587280805,7 Years and 9 Months,Yes,454.41956,275.80746,Low_spent_Medium_value_payments,84.70884,2023-05-01,1.0,0,93,7.75,0.13201213
CUS_0x10f9,150131.69,11102.135321735655,5,1,4.0,0.0,,8,0,7.49,0.0,Good,1138.36,45.2558066955709,31 Years and 11 Months,No,1494.838,180.75914,High_spent_Medium_value_payments,1328.9382,2023-05-01,0.0,0,383,31.916666,0.00758241
CUS_0x1119,56301.9,4593.825,9,5,26.0,2.0,"Not Specified, and Not Specified",15,18,14.73,14.0,,2161.23,37.38149611193315,14 Years and 6 Months,Yes,50.119347,310.84445,Low_spent_Medium_value_payments,378.4187,2023-05-01,1.0,0,174,14.5,0.03838645
CUS_0x1192,16319.375,1518.947916666667,7,3,1.0,2.0,"Payday Loan, and Payday Loan",16,13,7.67,9.0,Standard,1275.32,31.404445972787947,23 Years and 9 Months,NM,16.291128,112.33987,Low_spent_Medium_value_payments,303.2638,2023-05-01,,1,285,23.75,0.0781476
CUS_0x11b1,34819.83,2689.6525,312,3,10.0,1.0,Student Loan,14,12,7.69,4.0,,905.89,37.698168874640345,18 Years and 10 Months,Yes,22.795397,125.59961,High_spent_Small_value_payments,380.57025,2023-05-01,1.0,0,226,18.833334,0.026016498
CUS_0x12a7,26450.59,2079.215833333333,5,6,20.0,4.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",24,18,11.8,1.0,Standard,952.9,26.399802347810397,28 Years and 8 Months,No,73.67019,19.552471,High_spent_Large_value_payments,354.6989,2023-05-01,0.0,0,344,28.666666,0.036025662
CUS_0x12a9,44822.21,3555.1841666666664,1,4,2.0,4.0,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Debt Consolidation Loan",10,7,1.03,0.0,Good,730.64,30.05812455618788,24 Years and 1 Months,No,135.04428,100.05342,High_spent_Medium_value_payments,370.42072,2023-05-01,0.0,0,289,24.083334,0.016300848
CUS_0x1340,40600.61,3420.3841666666667,4,7,6.0,2.0,"Credit-Builder Loan, and Home Equity Loan",9,0,5.5,2.0,Good,1198.96,33.44434002471432,21 Years and 3 Months,No,63.614853,75.54045,High_spent_Small_value_payments,462.88312,2023-05-01,0.0,0,255,21.25,0.02953059
CUS_0x13d1,22020.37,1605.030833333333,5,6,6.0,3.0,"Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",19,6,5.14,9.0,Good,1343.64,30.789167712299648,26 Years and 4 Months,No,36.59863,208.74937,Low_spent_Small_value_payments,205.15508,2023-05-01,0.0,0,316,26.333334,0.06101805
CUS_0x13eb,9335.19,844.9325,7,564,26.0,6.0,"Mortgage Loan, Payday Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Student Loan",17,19,18.18,12.0,Standard,1860.2,36.57530166477217,13 Years and 10 Months,Yes,41.499268,82.41955,Low_spent_Small_value_payments,250.57443,2023-05-01,1.0,0,166,13.833333,0.19926749
CUS_0x14ba,81425.24,6579.436666666667,9,5,26.0,7.0,"Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Mortgage Loan",12,16,3.69,9.0,Bad,1729.78,39.14349336453456,14 Years and 2 Months,NM,375.69095,214.33217,Low_spent_Large_value_payments,337.92056,2023-05-01,,1,170,14.166667,0.02124378
CUS_0x1577,38060.7,3197.725,6,6,31.0,6.0,"Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Credit-Builder Loan, and Student Loan",31,25,25.12,12.0,Bad,3813.35,23.161319025254112,4 Years and 5 Months,Yes,172.41153,219.30058,,188.0604,2023-05-01,1.0,0,53,4.4166665,0.10019128
CUS_0x1616,34357.96,2632.163333333333,7,4,30.0,5.0,"Personal Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, and Student Loan",20,9,17.88,5.0,Standard,1751.09,37.68125629620079,6 Years and 3 Months,Yes,108.86649,33.64521,High_spent_Medium_value_payments,370.70462,2023-05-01,1.0,0,75,6.25,0.05096606
CUS_0x168d,94559.73,7712.9775,3,6,11.0,4.0,"Payday Loan, Mortgage Loan, Auto Loan, and Auto Loan",12,10,5.83,4.0,Good,52.5,31.19007099753125,28 Years and 5 Months,No,183.73569,82.65678,High_spent_Medium_value_payments,754.9053,2023-05-01,0.0,0,341,28.416666,0.00055520464
CUS_0x1735,84621.39,7171.7825,0,4,2.0,0.0,,3,6,7.7,9.0,Good,66.51,26.914449475721945,20 Years and 11 Months,No,0.0,101.45614,High_spent_Large_value_payments,855.7221,2023-05-01,0.0,0,251,20.916666,0.0007859715
CUS_0x1786,73543.18,6038.598333333332,6,3,11.0,,,25,12,1.69,5.0,Standard,1090.21,38.98632365035992,17 Years and 6 Months,Yes,0.0,191.06532,High_spent_Medium_value_payments,662.7945,2023-05-01,1.0,0,210,17.5,0.014824079
CUS_0x17a9,83386.52,7081.876666666668,10,6,23.0,7.0,"Student Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",36,24,22.3,8.0,Bad,4972.4,40.07920630973157,6 Years and 3 Months,Yes,482.17978,126.2338,High_spent_Large_value_payments,339.77408,2023-05-01,1.0,0,75,6.25,0.059630737
CUS_0x17b0,42710.62,3766.2183333333337,8,6,13.0,0.0,,21,12,8.04,4.0,Standard,1172.87,24.78454363716775,18 Years and 2 Months,No,0.0,159.9722,,486.64963,2023-05-01,0.0,0,218,18.166666,0.02746085
CUS_0x17c4,16962.91,1359.575833333333,10,10,17.0,9.0,"Personal Loan, Not Specified, Student Loan, Payday Loan, Personal Loan, Home Equity Loan, Payday Loan, Student Loan, and Debt Consolidation Loan",54,17,17.51,7.0,Bad,3782.93,31.742445077554954,1 Years and 10 Months,Yes,17407.0,148.36287,Low_spent_Small_value_payments,208.00847,2023-05-01,1.0,0,22,1.8333334,0.22301185
CUS_0x1854,30632.94,2535.745,3,5,1.0,2.0,"Not Specified, and Student Loan",17,2,,2.0,Good,31.5,37.175807706901374,22 Years and 6 Months,No,44.890495,219.62303,Low_spent_Large_value_payments,259.06097,2023-05-01,0.0,0,270,22.5,0.0010283048
CUS_0x1962,33645.24,2693.77,4,6,2.0,3.0,"Auto Loan, Not Specified, and Mortgage Loan",8,14,14.47,9.0,Good,1162.68,34.689178824717224,16 Years and 10 Months,No,337.5341,107.81547,High_spent_Medium_value_payments,353.02283,2023-05-01,0.0,0,202,16.833334,0.034557045
CUS_0x1a87,106030.05,8628.8375,7,3,14.0,,"Student Loan, Mortgage Loan, and Home Equity Loan",12,14,9.51,8.0,,136.53,41.35312563458053,10 Years and 8 Months,Yes,10979.0,80.59227,High_spent_Large_value_payments,885.7982,2023-05-01,1.0,0,128,10.666667,0.0012876538
CUS_0x1b07,17818.6,1659.8833333333332,4,6,14.0,1.0,Not Specified,29,15,10.91,3.0,Standard,301.52,37.16260614670594,18 Years and 10 Months,No,11.581101,60.46859,High_spent_Small_value_payments,353.93863,2023-05-01,0.0,0,226,18.833334,0.016921643
CUS_0x1b0c,51508.62,4259.385,7,7,30.0,7.0,"Home Equity Loan, Payday Loan, Not Specified, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",40,24,2.58,8.0,,3636.05,33.25893221801807,10 Years and 4 Months,Yes,255.6802,305.05325,Low_spent_Large_value_payments,135.20505,2023-05-01,1.0,0,124,10.333333,0.0705911
CUS_0x1bf1,18320276.0,3938.193333333333,5,7,7.0,1.0,Credit-Builder Loan,4,8,7.55,2.0,Good,515.73,38.0966588094783,20 Years and 3 Months,No,35.37457,265.4921,Low_spent_Small_value_payments,382.95267,2023-05-01,0.0,0,243,20.25,2.8150776e-05
CUS_0x1c57,66940.62,5717.384999999998,3,4,14.0,4.0,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",9,10,19.9,6.0,Standard,352.97,30.549702783825985,31 Years and 6 Months,Yes,164.21136,100.581375,High_spent_Medium_value_payments,556.94574,2023-05-01,1.0,0,378,31.5,0.0052728825
CUS_0x1cf3,66858.27,5770.5225,3,541,20.0,4.0,"Student Loan, Home Equity Loan, Payday Loan, and Student Loan",6,10,4.16,9.0,Standard,601.58,26.85395575328021,28 Years and 4 Months,No,175.01518,129.22327,High_spent_Small_value_payments,532.8138,2023-05-01,0.0,0,340,28.333334,0.00899784
CUS_0x1d46,88685.32,7417.443333333334,0,2,3.0,4.0,"Personal Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",8,4,6.75,8.0,Good,1429.35,24.950897137749944,22 Years and 0 Months,No,168.7708,212.39,Low_spent_Large_value_payments,630.58356,2023-05-01,0.0,0,264,22.0,0.016117098
CUS_0x1db4,116798.36,9912.196666666669,8,7,7.0,4.0,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",15,13,6.51,0.0,Standard,1399.73,30.17807141126989,26 Years and 8 Months,Yes,256.2166,481.59503,Low_spent_Small_value_payments,543.408,2023-05-01,1.0,0,320,26.666666,0.011984158
CUS_0x1e41,133646.05,11429.17,4,5,11.0,2.0,"Mortgage Loan, and Personal Loan",7,6,2.43,3.0,,1290.92,36.49235587889861,33 Years and 5 Months,No,114.248245,148.88109,High_spent_Large_value_payments,1119.7877,2023-05-01,0.0,0,401,33.416668,0.009659246
CUS_0x1e96,17187.27,1589.2725,10,7,24.0,8.0,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",50,15,7.79,8.0,Bad,4962.25,29.185747069581826,5 Years and 0 Months,Yes,90.564545,121.808495,Low_spent_Small_value_payments,236.55421,2023-05-01,1.0,0,60,5.0,0.28871658
CUS_0x1ecf,19922.11,1508.1758333333337,7,6,27.0,9.0,"Mortgage Loan, Student Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Not Specified, Student Loan, Auto Loan, and Credit-Builder Loan",41,20,23.54,7.0,,4671.11,30.8100926870938,2 Years and 2 Months,Yes,111.90993,127.23229,Low_spent_Large_value_payments,181.67535,2023-05-01,1.0,0,26,2.1666667,0.23446864
CUS_0x1ee3,15950.66,1047.2216666666666,9,8,26.0,9.0,"Auto Loan, Credit-Builder Loan, Student Loan, Student Loan, Payday Loan, Payday Loan, Auto Loan, Auto Loan, and Debt Consolidation Loan",57,23,9.01,9.0,Bad,2598.21,36.15071612803003,16 Years and 3 Months,Yes,63.8554,134.39777,Low_spent_Small_value_payments,196.469,2023-05-01,1.0,0,195,16.25,0.16289043
CUS_0x1ef1,30567.46,2323.288333333333,8,3,5.0,,"Not Specified, and Home Equity Loan",7,15,5.54,8.0,Good,909.74,29.05775155265329,23 Years and 6 Months,No,43.229607,103.79108,Low_spent_Small_value_payments,375.30817,2023-05-01,0.0,0,282,23.5,0.029761713
CUS_0x1f87,29111.07,2501.9225,8,6,11.0,2.0,"Debt Consolidation Loan, and Mortgage Loan",19,18,13.43,10.0,Standard,279.95,25.3414088133876,10 Years and 10 Months,Yes,29.94193,73.1221,High_spent_Medium_value_payments,397.1282,2023-05-01,1.0,0,130,10.833333,0.009616617
CUS_0x1fe3,76386.04,6515.503333333332,8,7,24.0,7.0,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",58,15,8.02,10.0,Bad,3822.36,28.871418689591103,8 Years and 11 Months,Yes,354.2335,879.5268,Low_spent_Small_value_payments,432.87302,2023-05-01,1.0,0,107,8.916667,0.050040036
CUS_0x203c,48008.07,4135.6725000000015,7,5,17.0,9.0,"Auto Loan, Credit-Builder Loan, Student Loan, Personal Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",31,13,25.74,15.0,,3532.09,35.873907459294855,7 Years and 6 Months,Yes,19033.0,99.098145,High_spent_Medium_value_payments,279.37018,2023-05-01,1.0,0,90,7.5,0.07357284
CUS_0x2043,44614.56,3500.88,8,7,2711.0,4.0,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Personal Loan",18,11,12.71,8.0,Standard,2613.46,37.69690783426402,19 Years and 0 Months,Yes,134.66296,199.27774,High_spent_Medium_value_payments,373.58795,2023-05-01,1.0,0,228,19.0,0.058578636
