Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x10bb,60830.92,5044.243333333333,0,1,11.0,4.0,"Payday Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",14,3,7.41,0.0,,133.63,38.71229771775232,23 Years and 10 Months,No,159.79935,404.0458,Low_spent_Small_value_payments,230.57916,2023-03-01,0.0,0,286,23.833334,0.0021967448
CUS_0x10eb,28315.95,2415.6625,4,7,10.0,2.0,"Student Loan, and Payday Loan",8,8,10.34,4.0,Good,677.4,26.91232349813161,20 Years and 5 Months,No,30.230997,133.04883,Low_spent_Small_value_payments,368.2864,2023-03-01,0.0,0,245,20.416666,0.023922915
CUS_0x1132,46268.4,3983.7,5,4,20.0,4.0,"Student Loan, Debt Consolidation Loan, Student Loan, and Home Equity Loan",27,17,9.58,9.0,,1447.57,30.45722270101841,14 Years and 0 Months,Yes,103.77805,230.94916,High_spent_Small_value_payments,323.6428,2023-03-01,1.0,0,168,14.0,0.031286363
CUS_0x1135,83358.3,6896.5250000000015,5,3,5.0,3.0,"Auto Loan, Not Specified, and Auto Loan",6,6,2.66,7.0,,727.88,24.20426009832673,30 Years and 10 Months,No,169.936,243.03653,High_spent_Medium_value_payments,526.68,2023-03-01,0.0,0,370,30.833334,0.0087319445
CUS_0x11c7,36817.94,3198.161666666667,5,4,5.0,3.0,"Home Equity Loan, Auto Loan, and Mortgage Loan",9,6,3.98,5.0,Good,1019.46,35.270662623673125,17 Years and 2 Months,No,86.80992,206.51433,Low_spent_Small_value_payments,316.4919,2023-03-01,0.0,0,206,17.166666,0.027689219
CUS_0x123a,36228.2,2991.0166666666664,8,7,34.0,2.0,"Personal Loan, and Not Specified",28,15,18.07,9.0,,1643.06,37.11248259461096,18 Years and 9 Months,Yes,47.252407,176.60376,Low_spent_Medium_value_payments,366.97824,2023-03-01,1.0,0,225,18.75,0.04535307
CUS_0x1271,99337.28,8563.106666666668,5,5,17.0,6.0,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Auto Loan",14,13,13.01,5.0,Standard,255.82,36.046757714493225,16 Years and 6 Months,Yes,338.65244,312.21866,High_spent_Medium_value_payments,455.43958,2023-03-01,1.0,0,198,16.5,0.0025752669
CUS_0x12dd,31754.27,2541.1891666666666,1,3,11.0,4.0,"Mortgage Loan, Payday Loan, Mortgage Loan, and Payday Loan",10,-1,6.81,5.0,,647.94,28.333369329064432,19 Years and 3 Months,NM,76.53551,190.01465,Low_spent_Small_value_payments,277.56876,2023-03-01,,1,231,19.25,0.020404816
CUS_0x1324,19858.97,1663.914166666667,10,6,24.0,3.0,"Mortgage Loan, Personal Loan, and Home Equity Loan",33,22,1.33,8.0,Bad,1689.38,31.30340584617004,13 Years and 4 Months,Yes,6821.0,38.63902,High_spent_Medium_value_payments,329.96805,2023-03-01,1.0,0,160,13.333333,0.08506886
CUS_0x136b,120260.2,9904.683333333332,4,5,14.0,1.0,Mortgage Loan,14,15,18.5,2.0,Standard,1436.96,42.63930533464397,21 Years and 0 Months,Yes,53.15512,239.16096,Low_spent_Large_value_payments,968.1522,2023-03-01,1.0,0,252,21.0,0.011948757
