Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x103e,98690.8,8262.233333333334,4,6,9.0,1.0,Student Loan,6,17,10.76,4.0,Good,706.96,26.860663456485163,26 Years and 11 Months,No,55.004406,913.4813,Low_spent_Small_value_payments,147.73761,2024-12-01,0.0,0,323,26.916666,0.0071633835
CUS_0x1195,30429.91,2808.8258333333333,4,6,16.0,2.0,"Auto Loan, and Auto Loan",22,17,1.67,1549.0,Standard,362.48,33.349050386579805,28 Years and 11 Months,No,29.914076,82.878784,Low_spent_Large_value_payments,438.08972,2024-12-01,0.0,0,347,28.916666,0.011911965
CUS_0x1197,92300.01,7437.6675,2,4,11.0,3.0,"Credit-Builder Loan, Not Specified, and Credit-Builder Loan",27,9,18.96,2.0,,755.17,26.98978682085289,18 Years and 11 Months,Yes,49236.0,220.86215,Low_spent_Large_value_payments,581.1568,2024-12-01,1.0,0,227,18.916666,0.008181689
CUS_0x11e2,44986.55,3689.879166666667,6,5,11.0,1.0,Credit-Builder Loan,0,4,10.26,3.0,Good,753.21,25.58628563739529,20 Years and 0 Months,No,23.267136,43.203632,High_spent_Large_value_payments,542.51715,2024-12-01,0.0,0,240,20.0,0.016743004
CUS_0x11ec,14867.69,1005.9741666666664,9,9,18.0,6.0,"Debt Consolidation Loan, Student Loan, Personal Loan, Credit-Builder Loan, Auto Loan, and Debt Consolidation Loan",39,15,18.5,8.0,Standard,2344.06,24.344387515679117,17 Years and 2 Months,Yes,55.459602,100.14575,Low_spent_Medium_value_payments,224.99207,2024-12-01,1.0,0,206,17.166666,0.15766135
CUS_0x1234,64996.98,5215.415,3,5,12.0,2.0,"Not Specified, and Auto Loan",26,12,19.69,6.0,Standard,340.81,42.01869962525193,32 Years and 5 Months,Yes,97.5406,586.0236,High_spent_Large_value_payments,577.8538,2024-12-01,1.0,0,389,32.416668,0.005243474
CUS_0x1354,78498.72,6568.56,8,5,17.0,0.0,,17,9,8.82,7.0,Standard,910.99,25.32467874435631,9 Years and 11 Months,Yes,0.0,70.04196,High_spent_Medium_value_payments,836.814,2024-12-01,1.0,0,119,9.916667,0.0116051575
CUS_0x137d,43655.04,3794.92,5,7,5.0,4.0,"Payday Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",10,2,2.71,0.0,,97.41,33.7302575033904,29 Years and 7 Months,No,131.23624,231.21695,High_spent_Small_value_payments,277.03882,2024-12-01,0.0,0,355,29.583334,0.0022313576
CUS_0x1437,127921.84,10899.153333333334,7,6,18.0,3.0,"Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",8,20,13.37,946.0,Standard,1043.09,38.44770193290576,29 Years and 11 Months,Yes,226.74582,535.5455,Low_spent_Large_value_payments,597.624,2024-12-01,1.0,0,359,29.916666,0.008154119
CUS_0x143d,19827.36,1469.28,8,7,17.0,1.0,Auto Loan,18,10,9.96,6.0,,282.29,25.017896392560303,22 Years and 8 Months,NM,15.0412035,70.85316,Low_spent_Small_value_payments,351.03363,2024-12-01,,1,272,22.666666,0.014237398
CUS_0x144d,20938.03,1896.835833333333,6,9,23.0,5.0,"Payday Loan, Not Specified, Not Specified, Not Specified, and Student Loan",12,15,-2.16,11.0,Bad,1657.74,26.55798600695456,10 Years and 3 Months,Yes,56.26114,62.558838,Low_spent_Medium_value_payments,350.86362,2024-12-01,1.0,0,123,10.25,0.07917364
CUS_0x1458,28127.13,2579.9275,6,5,11.0,1.0,Credit-Builder Loan,12,14,15.0,5.0,,1187.43,28.885774244682,26 Years and 11 Months,Yes,17.031345,162.6598,Low_spent_Large_value_payments,348.3016,2024-12-01,1.0,0,323,26.916666,0.042216536
CUS_0x14f4,14274.32,907.5266666666664,4,4,12.0,3.0,"Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",15,9,8.48,4.0,Standard,1243.37,39.47855090006055,12 Years and 2 Months,Yes,18.189579,50.189335,Low_spent_Medium_value_payments,302.37375,2024-12-01,1.0,0,146,12.166667,0.08710537
CUS_0x151b,47165.44,3782.453333333333,8,4,7.0,0.0,,29,16,7.76,5.0,Standard,248.98,37.33974199527454,27 Years and 10 Months,NM,0.0,254.07748,Low_spent_Small_value_payments,414.16785,2024-12-01,,1,334,27.833334,0.005278865
CUS_0x1542,70580.16,5991.68,5,3,4.0,4.0,"Mortgage Loan, Not Specified, Personal Loan, and Credit-Builder Loan",2,3,9.93,3.0,Good,1362.34,31.79808585279124,31 Years and 10 Months,No,221.77036,543.5766,Low_spent_Small_value_payments,123.821045,2024-12-01,0.0,0,382,31.833334,0.019302025
CUS_0x1563,147620.69,12059.723333333332,5,7,5.0,0.0,,8,12,11.9,9.0,Standard,1082.41,29.226027186972605,23 Years and 5 Months,Yes,0.0,462.41098,High_spent_Small_value_payments,1003.56134,2024-12-01,1.0,0,281,23.416666,0.0073323734
CUS_0x15df,162713.28,13672.44,2,3,422.0,1.0,Credit-Builder Loan,5,5,3.13,3.0,Good,640.07,29.74449752875093,29 Years and 9 Months,No,97.85936,560.03436,Low_spent_Medium_value_payments,989.3503,2024-12-01,0.0,0,357,29.75,0.003933729
CUS_0x1613,43340.44,3521.703333333333,3,5,9.0,1.0,Mortgage Loan,4,11,8.76,4.0,Good,539.33,37.729724874123455,29 Years and 0 Months,No,35.764458,10000.0,Low_spent_Large_value_payments,484.187,2024-12-01,0.0,0,348,29.0,0.012444036
CUS_0x164f,8845.965,846.16375,7,10,26.0,5.0,"Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",40,25,1.33,6.0,Bad,1422.97,31.324579511070148,16 Years and 8 Months,Yes,33.948742,29.725164,Low_spent_Medium_value_payments,300.94247,2024-12-01,1.0,0,200,16.666666,0.16086091
CUS_0x1765,15186.175,1527.5145833333331,4,3,6.0,1.0,Student Loan,21,15,15.22,0.0,Standard,9.7,31.02592990031219,23 Years and 9 Months,NM,10.91507,84.25058,Low_spent_Small_value_payments,347.58582,2024-12-01,,1,285,23.75,0.00063873886
CUS_0x17d7,141789.84,11656.82,6,6,19.0,1.0,Not Specified,17,17,4.02,1.0,Standard,1194.16,26.37778502206113,32 Years and 4 Months,Yes,85.741806,634.91425,Low_spent_Medium_value_payments,725.02594,2024-12-01,1.0,0,388,32.333332,0.008422042
CUS_0x1833,11527.73,839.6441666666666,3,7,14.0,1.0,Auto Loan,12,12,1.39,3.0,Standard,532.86,23.33033014028687,23 Years and 11 Months,NM,5.913472,43.237423,Low_spent_Large_value_payments,304.8135,2024-12-01,,1,287,23.916666,0.046224188
CUS_0x1852,35846.52,3014.21,4,3,19.0,3.0,"Student Loan, Mortgage Loan, and Not Specified",23,19,17.92,8.0,Standard,332.22,26.207185656333195,20 Years and 3 Months,Yes,84.34603,86.73584,High_spent_Small_value_payments,390.33914,2024-12-01,1.0,0,243,20.25,0.009267845
CUS_0x18bc,72617.55,5996.462499999999,26,4,5.0,,"Personal Loan, and Debt Consolidation Loan",22,15,,7.0,Good,1475.91,28.91926157534652,28 Years and 2 Months,No,89.40562,389.78098,Low_spent_Medium_value_payments,400.45966,2024-12-01,0.0,0,338,28.166666,0.020324428
CUS_0x18ca,79716.94,6372.078333333334,0,4,6.0,1.0,Payday Loan,15,7,8.63,4.0,Good,1248.42,42.2767092058736,20 Years and 0 Months,No,57.20732,152.22311,High_spent_Small_value_payments,687.7774,2024-12-01,0.0,0,240,20.0,0.015660662
CUS_0x18fd,19711.14,1490.595,1,4,11.0,1.0,Debt Consolidation Loan,5,9,-2.77,7.0,Good,334.63,23.911742158966558,21 Years and 3 Months,No,14.424565,162.42856,Low_spent_Small_value_payments,262.2064,2024-12-01,0.0,0,255,21.25,0.016976694
CUS_0x1948,82489.92,7055.16,9,9,25.0,3.0,"Student Loan, Student Loan, and Student Loan",48,15,11.33,11.0,Standard,1816.7,38.71449356022916,10 Years and 9 Months,Yes,199.55469,176.11096,,579.85034,2024-12-01,1.0,0,129,10.75,0.022023296
CUS_0x19a0,20618.37,1425.1975,6,6,22.0,2.0,"Credit-Builder Loan, and Debt Consolidation Loan",34,20,18.74,10.0,Standard,1681.09,36.918347735499104,18 Years and 9 Months,Yes,21.806686,141.26134,Low_spent_Small_value_payments,269.45172,2024-12-01,1.0,0,225,18.75,0.0815336
CUS_0x1a00,13590.595,1294.5495833333332,8,5,9.0,3.0,"Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",8,12,10.79,2.0,Good,170.99,34.84173303907799,29 Years and 3 Months,No,18.168135,42.959408,High_spent_Small_value_payments,328.32742,2024-12-01,0.0,0,351,29.25,0.012581496
CUS_0x1a61,161689.72,13532.143333333332,0,7,6.0,0.0,,16,4,1.59,5.0,Good,1050.75,39.72585751529213,28 Years and 9 Months,No,0.0,552.62146,High_spent_Medium_value_payments,1050.5929,2024-12-01,0.0,0,345,28.75,0.006498558
CUS_0x1bde,170730.6,14353.55,4,7,3.0,0.0,,15,4,4.54,4.0,Good,327.43,28.6215220421658,20 Years and 3 Months,No,0.0,766.38574,Low_spent_Large_value_payments,938.96924,2024-12-01,0.0,0,243,20.25,0.0019178167
