Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x1038,129473.16,10959.43,3.0,4,10.0,3.0,"Payday Loan, Payday Loan, and Home Equity Loan",28,13,8.61,10.0,Standard,568.21,34.089318015879286,20 Years and 0 Months,Yes,255.32791,1088.2715,Low_spent_Medium_value_payments,32.343647,2024-10-01,1.0,0,240,20.0,0.004388632
CUS_0x104f,11336.835,992.73625,4.0,6,14.0,6.0,"Auto Loan, Payday Loan, Student Loan, Auto Loan, Auto Loan, and Personal Loan",30,19,16.44,7.0,,177.98,37.71745659884346,14 Years and 10 Months,NM,35.562733,133.79735,Low_spent_Small_value_payments,219.91354,2024-10-01,,1,178,14.833333,0.015699267
CUS_0x10a9,17603.266,1324.9459783621264,8.0,6,4.0,0.0,,9,12,10.27,4.0,,836.66,41.792552501915615,15 Years and 9 Months,No,102.992775,20.63449,High_spent_Large_value_payments,362.1594,2024-10-01,0.0,0,189,15.75,0.04752868
CUS_0x111b,70277.22,5633.435,3.0,6,7.0,3.0,"Not Specified, Not Specified, and Home Equity Loan",5,9,4.05,7.0,Good,762.48,36.53293818170338,20 Years and 6 Months,No,149.93411,496.7912,Low_spent_Large_value_payments,186.61821,2024-10-01,0.0,0,246,20.5,0.010849603
CUS_0x1123,15264.98,1266.0816666666667,6.0,5,34.0,3.0,"Home Equity Loan, Credit-Builder Loan, and Auto Loan",23,14,9.68,14.0,Bad,2375.88,24.094344057885515,8 Years and 10 Months,Yes,50563.0,136.95203,Low_spent_Small_value_payments,242.86604,2024-10-01,1.0,0,106,8.833333,0.15564251
CUS_0x1151,17692.27,1335.3558333333333,6.0,5,29.0,6.0,"Payday Loan, Auto Loan, Home Equity Loan, Auto Loan, Personal Loan, and Auto Loan",35,25,28.12,9.0,Bad,3762.64,24.55496970878073,11 Years and 5 Months,Yes,78.447235,167.44139,Low_spent_Small_value_payments,177.64696,2024-10-01,1.0,0,137,11.416667,0.21267141
CUS_0x1193,31877.72,2571.476666666667,2.0,5,20.0,1.0,Credit-Builder Loan,29,13,4.46,4.0,Standard,886.59,28.72954070561974,25 Years and 3 Months,NM,21.794374,82.339,High_spent_Medium_value_payments,403.01428,2024-10-01,,1,303,25.25,0.027812215
CUS_0x1277,13762.45,910.8708333333334,7.0,6,13.0,5.0,"Personal Loan, Debt Consolidation Loan, Not Specified, Personal Loan, and Credit-Builder Loan",14,8,8.39,6.0,Standard,720.94,28.35485366787169,11 Years and 5 Months,NM,3653.0,10000.0,Low_spent_Small_value_payments,285.25067,2024-10-01,,1,137,11.416667,0.052384567
CUS_0x1278,12416.06,1171.6716666666666,7.0,5,20.0,0.0,,20,15,7.1,7.0,Standard,899.73,36.5150797796143,8 Years and 2 Months,Yes,0.0,10000.0,Low_spent_Large_value_payments,340.31287,2024-10-01,1.0,0,98,8.166667,0.07246502
CUS_0x132f,19514.88,1828.24,7.0,5,5240.0,0.0,,26,11,4.17,4.0,,881.4,28.781887776659712,19 Years and 10 Months,No,0.0,99.14154,High_spent_Small_value_payments,343.68246,2024-10-01,0.0,0,238,19.833334,0.045165535
CUS_0x13fa,32394.38,2631.5316666666668,8.0,10,25.0,,"Student Loan, Payday Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Student Loan",28,16,8.41,13.0,Bad,1941.54,23.903920356480054,19 Years and 2 Months,Yes,143.0342,10000.0,Low_spent_Small_value_payments,65.36739,2024-10-01,1.0,0,230,19.166666,0.05993447
CUS_0x1410,96882.93,8229.5775,5.0,6,6.0,614.0,Debt Consolidation Loan,4,-1,14.61,4.0,Good,355.41,27.312835269572176,31 Years and 1 Months,NM,73.17372,180.20041,High_spent_Large_value_payments,809.5836,2024-10-01,,1,373,31.083334,0.0036684482
