Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x1013,98620.98,7962.415000000001,3,3,6.0,3.0,"Student Loan, Debt Consolidation Loan, and Personal Loan",12,9,1.33,3.0,Good,1233.51,26.52486357896023,17 Years and 10 Months,No,228.01808,332.3337,High_spent_Medium_value_payments,485.8897,2023-12-01,0.0,0,214,17.833334,0.012507583
CUS_0x104a,14981.39,1461.4491666666663,2,7,5.0,4.0,"Mortgage Loan, Auto Loan, Not Specified, and Payday Loan",5,6,0.63,4.0,Good,1122.46,39.64164181721113,32 Years and 3 Months,No,38.115967,164.88918,Low_spent_Small_value_payments,233.13977,2023-12-01,0.0,0,387,32.25,0.07492362
CUS_0x1063,128698.76,10628.896666666666,7,5,10.0,4.0,"Personal Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",8,14,10.67,12.0,,583.11,28.440370434620167,16 Years and 11 Months,Yes,251.61278,136.31496,High_spent_Large_value_payments,914.9619,2023-12-01,1.0,0,203,16.916666,0.004530813
CUS_0x10d7,15968.14,1380.678333333333,7,7,21.0,9.0,"Personal Loan, Auto Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Auto Loan, Student Loan, Personal Loan, and Personal Loan",37,21,17.26,14.0,Bad,4912.8,39.89441606895375,12 Years and 4 Months,Yes,77.997116,128.59868,Low_spent_Medium_value_payments,211.47205,2023-12-01,1.0,0,148,12.333333,0.30766264
CUS_0x10fd,39576.59,3199.049166666666,0,7,2.0,4.0,"Personal Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",14,4,4.62,3.0,,226.37,29.326166044456954,19 Years and 11 Months,No,124.31084,104.76316,High_spent_Medium_value_payments,340.8309,2023-12-01,0.0,0,239,19.916666,0.0057197954
CUS_0x1139,94991.82,8144.985,7,6,13.0,0.0,,18,16,24.45,6.0,,1320.61,39.28777692805084,26 Years and 5 Months,Yes,0.0,105.98186,High_spent_Large_value_payments,948.51666,2023-12-01,1.0,0,317,26.416666,0.013902355
CUS_0x1207,19506.73,1491.5608333333332,9,7,22.0,6.0,"Personal Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Student Loan, and Mortgage Loan",47,12,2.69,15.0,Bad,1594.83,24.274660861487035,14 Years and 10 Months,Yes,59.13404,149.68776,Low_spent_Small_value_payments,230.33427,2023-12-01,1.0,0,178,14.833333,0.08175793
CUS_0x1250,72503.56,5974.963333333332,6,8,31.0,9.0,"Credit-Builder Loan, Not Specified, Student Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Student Loan, Not Specified, and Mortgage Loan",60,18,22.41,15.0,Bad,4205.6,35.85849513022017,13 Years and 8 Months,Yes,362.8461,107.35648,High_spent_Medium_value_payments,377.29373,2023-12-01,1.0,0,164,13.666667,0.058005426
CUS_0x12f2,59237.96,4693.496666666667,10,7,18.0,8.0,"Auto Loan, Payday Loan, Payday Loan, Payday Loan, Not Specified, Mortgage Loan, Not Specified, and Not Specified",19,22,2.3,15.0,Bad,1593.75,30.69496747740871,13 Years and 3 Months,Yes,319.1632,64.98296,High_spent_Large_value_payments,325.2035,2023-12-01,1.0,0,159,13.25,0.026904201
CUS_0x1348,28825.73,2648.1441666666665,5,6,19.0,5.0,"Auto Loan, Home Equity Loan, Student Loan, Payday Loan, and Student Loan",18,20,16.21,8.0,Standard,1310.98,34.851380394294736,14 Years and 2 Months,Yes,76.40595,43.109173,High_spent_Medium_value_payments,395.2993,2023-12-01,1.0,0,170,14.166667,0.045479506
CUS_0x1355,9474.16,745.5133333333333,7,6,30.0,2.0,"Not Specified, and Home Equity Loan",58,15,17.57,9.0,Bad,2370.05,35.142277791467826,9 Years and 11 Months,Yes,15.003427,37.512947,Low_spent_Medium_value_payments,302.03497,2023-12-01,1.0,0,119,9.916667,0.25015938
CUS_0x138b,34019.26,2956.938333333333,6,5,29.0,7.0,"Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Not Specified, and Auto Loan",56,16,6.46,12.0,Bad,1747.01,36.3596049411704,15 Years and 6 Months,Yes,174.09636,302.5246,Low_spent_Small_value_payments,109.072876,2023-12-01,1.0,0,186,15.5,0.051353555
CUS_0x13db,34601.35,3141.445833333333,5,3,14.0,2.0,"Debt Consolidation Loan, and Home Equity Loan",8,11,15.15,5.0,Standard,68.23,35.40527751200593,10 Years and 0 Months,Yes,30.19805,130.7763,High_spent_Large_value_payments,448.3043,2023-12-01,1.0,0,120,10.0,0.0019718884
CUS_0x13e3,143829.56,11755.796666666669,3,3,12.0,0.0,,17,11,10.32,2.0,Standard,269.26,43.250484428913175,26 Years and 5 Months,No,0.0,301.46652,High_spent_Large_value_payments,1114.1132,2023-12-01,0.0,0,317,26.416666,0.001872077
CUS_0x1439,102383.19,8539.9325,6,5,17.0,4.0,"Mortgage Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",29,16,9.49,10.0,,1407.61,27.138763516954217,24 Years and 8 Months,Yes,180.09918,10000.0,High_spent_Large_value_payments,826.1879,2023-12-01,1.0,0,296,24.666666,0.013748448
CUS_0x1441,78604.47,6540.3725,6,5,4.0,1.0,Payday Loan,18,12,1.45,1.0,Good,1078.64,29.574629286382105,27 Years and 10 Months,NM,63.582268,356.0906,Low_spent_Medium_value_payments,514.3644,2023-12-01,,1,334,27.833334,0.013722375
CUS_0x1488,7468.77,681.3975,8,8,29.0,9.0,"Credit-Builder Loan, Student Loan, Mortgage Loan, Auto Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",60,24,27.82,14.0,,2550.65,24.97337624654977,13 Years and 8 Months,NM,44.48135,76.66804,Low_spent_Small_value_payments,236.99037,2023-12-01,,1,164,13.666667,0.3415087
CUS_0x14d3,107572.72,9133.393333333332,4,4,15.0,2.0,"Payday Loan, and Auto Loan",17,3951,11.48,2.0,Standard,302.52,32.85526169333302,18 Years and 5 Months,NM,106.24725,241.18124,,815.9108,2023-12-01,,1,221,18.416666,0.002812237
CUS_0x16a6,20833.08,1607.09,4,5,17.0,5.0,"Mortgage Loan, Personal Loan, Mortgage Loan, Not Specified, and Student Loan",17,8,18.73,8.0,,1231.29,33.92197133329377,11 Years and 8 Months,Yes,67.48557,26.49536,High_spent_Large_value_payments,306.72806,2023-12-01,1.0,0,140,11.666667,0.05910264
CUS_0x17d3,32900.5,2625.708333333333,4,5,4.0,2.0,"Credit-Builder Loan, and Payday Loan",1,12,8.33,1.0,,47.18,29.482942222497893,23 Years and 8 Months,NM,32.06862,217.43236,Low_spent_Small_value_payments,303.06985,2023-12-01,,1,284,23.666666,0.0014340208
CUS_0x187e,19653.61,1800.8008333333337,9,5,25.0,7.0,"Credit-Builder Loan, Payday Loan, Personal Loan, Auto Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",28,20,19.67,11.0,Bad,3838.0,33.18220990431151,13 Years and 11 Months,Yes,63.368664,22.594322,High_spent_Large_value_payments,334.1171,2023-12-01,1.0,0,167,13.916667,0.19528219
CUS_0x189e,137625.05,11731.753333333336,4,4,6.0,0.0,,14,14,10.24,7.0,Good,670.43,40.423950059131045,20 Years and 10 Months,No,0.0,429.66937,Low_spent_Large_value_payments,1013.5059,2023-12-01,0.0,0,250,20.833334,0.0048714243
CUS_0x1915,36080.59,2858.715833333333,5,3,20.0,4.0,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Personal Loan",5,18,8.95,4.0,Standard,1445.97,30.712015612288173,21 Years and 2 Months,Yes,103.04011,116.48386,High_spent_Small_value_payments,326.34763,2023-12-01,1.0,0,254,21.166666,0.040076118
CUS_0x1916,38035.76,3052.646666666667,5,4,3.0,3.0,"Payday Loan, Not Specified, and Debt Consolidation Loan",13,5,16.41,8.0,,193.26,25.09958407132381,17 Years and 4 Months,No,93.45511,55.641678,High_spent_Small_value_payments,416.16788,2023-12-01,0.0,0,208,17.333334,0.0050810077
CUS_0x1956,15666.495,1342.54125,4,7,8.0,7.0,"Home Equity Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Home Equity Loan",28,8,12.45,4.0,Standard,284.89,33.58162706457497,18 Years and 2 Months,Yes,75.52264,68.08335,Low_spent_Large_value_payments,260.64813,2023-12-01,1.0,0,218,18.166666,0.018184667
CUS_0x1971,34798.82,3019.901666666666,7,10,20.0,,"Home Equity Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",40,17,19.74,16.0,Bad,2801.86,37.82009896280709,12 Years and 4 Months,Yes,257.24582,123.11732,High_spent_Medium_value_payments,171.62701,2023-12-01,1.0,0,148,12.333333,0.08051595
CUS_0x1a4d,70646.64,6135.22,4,8,21.0,7.0,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Credit-Builder Loan",23,8,19.35,9.0,,1639.04,35.03039674394304,16 Years and 5 Months,Yes,660.8087,76.21226,High_spent_Medium_value_payments,435.75537,2023-12-01,1.0,0,197,16.416666,0.023200538
CUS_0x1a59,69224.94,5481.745,4,4,2.0,4.0,"Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",15,4,4.21,0.0,,317.74,27.378066044762587,26 Years and 0 Months,No,227.98253,271.28555,Low_spent_Large_value_payments,318.90643,2023-12-01,0.0,0,312,26.0,0.004589964
CUS_0x1af1,98208.78,8313.064999999999,4,7,3.0,1.0,Personal Loan,3,7,6.01,3.0,,1364.78,33.76687862498153,25 Years and 8 Months,No,66.952545,141.89995,High_spent_Large_value_payments,862.45404,2023-12-01,0.0,0,308,25.666666,0.013896721
CUS_0x1b29,92362.68,7437.89,3,4,8.0,4.0,"Credit-Builder Loan, Credit-Builder Loan, Not Specified, and Auto Loan",5,9,18.26,8.0,,747.28,24.053983173105483,14 Years and 8 Months,Yes,155.33041,581.4912,Low_spent_Large_value_payments,276.96735,2023-12-01,1.0,0,176,14.666667,0.008090714
CUS_0x1cab,8578.89,465.9074999999999,8,10,15.0,8.0,"Student Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Not Specified, Personal Loan, Personal Loan, and Auto Loan",61,17,8.96,12.0,Bad,4194.67,25.64195663792488,8 Years and 4 Months,Yes,46.26136,20.939379,High_spent_Small_value_payments,239.39001,2023-12-01,1.0,0,100,8.333333,0.48895255
CUS_0x1cee,59782.0,5114.833333333333,0,5,7.0,4.0,"Mortgage Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",14,3,8.2,3.0,Good,264.0,40.00394258857112,24 Years and 5 Months,No,155.90915,60.874554,,544.69965,2023-12-01,0.0,0,293,24.416666,0.004416045
CUS_0x1cfd,31994.01,2756.1675,3,7,8.0,2.0,"Credit-Builder Loan, and Home Equity Loan",6,21,15.8,8.0,Standard,1197.22,22.646575553773747,16 Years and 8 Months,Yes,34.081516,219.17252,Low_spent_Small_value_payments,312.3627,2023-12-01,1.0,0,200,16.666666,0.037420128
CUS_0x1dda,20060.23,1873.6858333333328,6,5,34.0,9.0,"Auto Loan, Payday Loan, Personal Loan, Not Specified, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Not Specified",15,22,20.32,16.0,Bad,2844.99,25.044063517322112,5 Years and 0 Months,Yes,148.52393,169.10808,Low_spent_Medium_value_payments,149.73657,2023-12-01,1.0,0,60,5.0,0.1418224
CUS_0x1de5,64122.84,5053.57,7,6,29.0,4.0,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",25,23,11.48,12.0,Bad,1323.21,38.37767641101101,9 Years and 6 Months,Yes,147.06909,354.23718,Low_spent_Large_value_payments,274.05072,2023-12-01,1.0,0,114,9.5,0.020635549
CUS_0x1e3e,22918.52,1840.8766666666668,6,5,18.0,5.0,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",18,10,21.94,4.0,Standard,454.45,26.532276590521693,8 Years and 8 Months,Yes,199.3936,73.46666,,291.9331,2023-12-01,1.0,0,104,8.666667,0.019828944
CUS_0x1e87,167489.4,14025.45,1,1,11.0,2.0,"Not Specified, and Payday Loan",10,11,8.51,5.0,Good,1328.9,36.78258608155857,26 Years and 11 Months,No,196.03047,275.92242,High_spent_Large_value_payments,1170.5922,2023-12-01,0.0,0,323,26.916666,0.007934233
CUS_0x1e8c,60078.27,4758.5225,5,7,11.0,4.0,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",4,6,2.72,9.0,Standard,2198.8,29.12911052458192,16 Years and 0 Months,Yes,128.90625,408.33966,Low_spent_Large_value_payments,229.876,2023-12-01,1.0,0,192,16.0,0.036598925
CUS_0x1e9c,9379.93,622.9371981239275,10,7,16.0,8.0,"Mortgage Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Payday Loan, and Credit-Builder Loan",39,24,3.4,11.0,Bad,4280.56,32.702175957460845,5 Years and 6 Months,Yes,73.387215,86.309784,Low_spent_Small_value_payments,237.39273,2023-12-01,1.0,0,66,5.5,0.4563531
CUS_0x1ed3,45947.1,3843.925000000001,9,9,31.0,7.0,"Home Equity Loan, Payday Loan, Not Specified, Auto Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",29,20,23.49,9.0,Bad,3813.3,32.22142899976758,7 Years and 8 Months,Yes,165.65224,94.545265,High_spent_Large_value_payments,364.195,2023-12-01,1.0,0,92,7.6666665,0.08299327
CUS_0x1f88,30617.5,2348.458333333333,9,7,20.0,6.0,"Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",56,19,9.16,16.0,Standard,2058.93,32.08429157774199,14 Years and 5 Months,NM,108.9322,19.889334,High_spent_Large_value_payments,346.0243,2023-12-01,,1,173,14.416667,0.06724683
