Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x1037,15989.085,1086.42375,5,4,2.0,4.0,"Credit-Builder Loan, Auto Loan, Auto Loan, and Mortgage Loan",13,15,0.5,3.0,Good,665.82,40.69769934536393,19 Years and 9 Months,No,33.79702,80.46524,Low_spent_Small_value_payments,284.38013,2023-01-01,0.0,0,237,19.75,0.04164216
CUS_0x1069,58637.34,4799.445,4,6,10.0,119.0,"Personal Loan, Auto Loan, and Not Specified",9,17,12.56,5.0,Standard,208.8,25.23314363376225,30 Years and 8 Months,Yes,139.88501,165.21062,High_spent_Small_value_payments,434.84888,2023-01-01,1.0,0,368,30.666666,0.003560871
CUS_0x114a,15305.46,1230.455,0,7,2.0,2.0,"Student Loan, and Home Equity Loan",14,2,15.95,0.0,Good,642.42,27.52511297681479,15 Years and 9 Months,No,20.301655,64.77848,Low_spent_Small_value_payments,327.96536,2023-01-01,0.0,0,189,15.75,0.041973256
CUS_0x1184,19867.475,1396.6229166666665,3,5,11.0,3.0,"Student Loan, Mortgage Loan, and Payday Loan",10,9,6.74,4.0,Good,707.29,26.68978981173729,32 Years and 8 Months,No,42.60688,23.460943,,313.59445,2023-01-01,0.0,0,392,32.666668,0.035600398
CUS_0x1297,57738.06,4881.505,9,8,30.0,9.0,"Payday Loan, Personal Loan, Payday Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Payday Loan",61,24,14.27,11.0,Bad,3916.47,25.74214265617326,13 Years and 8 Months,Yes,296.28415,53.82118,High_spent_Medium_value_payments,388.0452,2023-01-01,1.0,0,164,13.666667,0.06783169
CUS_0x12fb,26342.91,1949.2425,6,7,7.0,1.0,Credit-Builder Loan,23,14,17.6,3.0,Standard,397.9,33.21173803384935,22 Years and 0 Months,Yes,57567.0,48.05731,High_spent_Large_value_payments,365.28372,2023-01-01,1.0,0,264,22.0,0.015104633
CUS_0x1325,35823.96,2937.33,6,547,22.0,5.0,"Not Specified, Personal Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",39,17,7.35,8.0,Bad,3029.92,31.56717092224887,9 Years and 9 Months,Yes,112.43578,148.51607,High_spent_Small_value_payments,292.78116,2023-01-01,1.0,0,117,9.75,0.08457803
CUS_0x1341,15341.895,1035.49125,6,7,3.0,1.0,Debt Consolidation Loan,20,8,7.71,2.0,,1152.71,24.134405197385306,21 Years and 4 Months,NM,6.981993,81.56431,Low_spent_Medium_value_payments,295.00284,2023-01-01,,1,256,21.333334,0.075134784
CUS_0x1375,72524.2,5908.6833333333325,6,5,17.0,3.0,"Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",46,23,8.74,9.0,Bad,2699.4,23.070388419207724,15 Years and 4 Months,Yes,153.03346,606.45654,Low_spent_Medium_value_payments,111.37835,2023-01-01,1.0,0,184,15.333333,0.037220675
CUS_0x13a8,97059.0,8295.25,3,2,9.0,0.0,,9,10,9.94,5.0,Good,192.99,39.9399690577729,33 Years and 5 Months,No,0.0,210.6194,High_spent_Large_value_payments,858.9056,2023-01-01,0.0,0,401,33.416668,0.0019883784
CUS_0x13ef,18666.56,1323.5466666666666,3,4,11.0,4.0,"Student Loan, Student Loan, Payday Loan, and Credit-Builder Loan",3,5,8.67,2.0,,770.81,35.323932281342515,32 Years and 3 Months,No,58.886044,106.088745,Low_spent_Small_value_payments,257.37988,2023-01-01,0.0,0,387,32.25,0.04129363
CUS_0x1440,7780.49,368.37416666666667,8,5,33.0,7.0,"Personal Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",59,17,25.55,6.0,Bad,4108.42,35.14726508111757,12 Years and 9 Months,Yes,38.107872,19.930899,Low_spent_Large_value_payments,248.79865,2023-01-01,1.0,0,153,12.75,0.52804124
CUS_0x1443,88120.12,7377.343333333332,5,6,15.0,4.0,"Student Loan, Personal Loan, Auto Loan, and Student Loan",6,14,7.48,2.0,Standard,534.85,26.82895367253983,33 Years and 8 Months,No,164.97878,99.24595,High_spent_Large_value_payments,713.5096,2023-01-01,0.0,0,404,33.666668,0.006069556
CUS_0x145a,41587.37,3704.614166666666,5,4,3.0,2.0,"Not Specified, and Mortgage Loan",5,7,2.27,4.0,Good,1353.86,26.19892581796853,16 Years and 6 Months,No,68.53992,45.79846,High_spent_Medium_value_payments,506.12305,2023-01-01,0.0,0,198,16.5,0.032554593
CUS_0x1492,9134.415,1051.20125,5,10,15.0,3.0,"Payday Loan, Mortgage Loan, and Student Loan",18,4106,13.19,6.0,Standard,1621.28,33.778793632180594,16 Years and 2 Months,Yes,15.953677,92.90908,Low_spent_Small_value_payments,286.25735,2023-01-01,1.0,0,194,16.166666,0.1774914
CUS_0x153d,8538.405,992.53375,7,5,30.0,6.0,"Payday Loan, Not Specified, Payday Loan, Personal Loan, Credit-Builder Loan, and Credit-Builder Loan",31,23,24.73,9.0,Bad,4171.09,29.328462445595303,1 Years and 9 Months,Yes,27.175783,35.10348,Low_spent_Small_value_payments,326.97412,2023-01-01,1.0,0,21,1.75,0.48850924
CUS_0x1567,19363.33,1904.6108333333327,8,6,5059.0,2.0,"Credit-Builder Loan, and Home Equity Loan",7,17,18.31,10.0,Standard,111.66,24.39482849248252,14 Years and 6 Months,NM,30.693932,49.634678,High_spent_Medium_value_payments,360.13248,2023-01-01,,1,174,14.5,0.00576657
CUS_0x15ad,82316.18,6625.681666666666,0,5,4.0,3.0,"Not Specified, Debt Consolidation Loan, and Payday Loan",23,12,11.0,2.0,Good,42.98,31.78869229605427,18 Years and 4 Months,No,133.89375,161.20766,High_spent_Large_value_payments,607.46674,2023-01-01,0.0,0,220,18.333334,0.0005221331
CUS_0x1630,17706148.0,6943.133333333334,4,6,10.0,6.0,"Not Specified, Student Loan, Personal Loan, Not Specified, Not Specified, and Debt Consolidation Loan",9,10,16.55,5.0,Standard,377.05,32.08662335207269,11 Years and 2 Months,Yes,340.28772,396.24817,Low_spent_Medium_value_payments,237.77744,2023-01-01,1.0,0,134,11.166667,2.1294862e-05
CUS_0x169c,11646.925,1135.5770833333331,7,4,7.0,0.0,,26,9,4.54,6.0,Good,782.26,24.48812158019279,32 Years and 11 Months,No,0.0,72.28519,Low_spent_Large_value_payments,311.27252,2023-01-01,0.0,0,395,32.916668,0.06716451
CUS_0x169d,8637.095,644.7579166666667,5,7,14.0,4.0,"Home Equity Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",18,11,9.25,7.0,,2039.13,37.53093748017479,7 Years and 10 Months,Yes,27.44718,18.896408,Low_spent_Medium_value_payments,298.1322,2023-01-01,1.0,0,94,7.8333335,0.23608981
CUS_0x16f4,28638.97,2592.580833333333,7,6,6.0,3.0,"Credit-Builder Loan, Payday Loan, and Mortgage Loan",14,9,1.34,1.0,Standard,149.92,33.87524269081676,30 Years and 2 Months,No,52215.0,143.60184,High_spent_Small_value_payments,306.76794,2023-01-01,0.0,0,362,30.166666,0.005234825
CUS_0x1733,46696.02,3811.3350000000014,8,4,33.0,3.0,"Credit-Builder Loan, Auto Loan, and Personal Loan",12,19,15.02,13.0,Standard,1595.76,34.61613440604157,18 Years and 10 Months,Yes,89.91109,196.77213,High_spent_Small_value_payments,354.4503,2023-01-01,1.0,0,226,18.833334,0.034173362
CUS_0x17c7,16862.715,1603.22625,8,859,10.0,2.0,"Debt Consolidation Loan, and Not Specified",22,18,17.13,5.0,Standard,574.86,30.489122746166878,26 Years and 4 Months,Yes,14.740344,46.021027,Low_spent_Medium_value_payments,379.56125,2023-01-01,1.0,0,316,26.333334,0.034090593
CUS_0x181e,29555.14,2663.9283333333333,7,3,13.0,5.0,"Personal Loan, Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Payday Loan",22,17,9.04,6.0,Standard,1488.29,26.74922823976776,12 Years and 9 Months,Yes,81.46542,30.0586,,394.8688,2023-01-01,1.0,0,153,12.75,0.050356384
CUS_0x181f,58558.86,5123.905,10,9,25.0,2.0,"Not Specified, and Credit-Builder Loan",56,16,19.92,16.0,Standard,1376.79,36.52909764240084,14 Years and 10 Months,Yes,58.731354,94.654274,High_spent_Medium_value_payments,609.0049,2023-01-01,1.0,0,178,14.833333,0.023511216
CUS_0x182b,105015.76,8719.313333333334,8,4,9.0,4.0,"Credit-Builder Loan, Home Equity Loan, Not Specified, and Payday Loan",14,18,17.52,3.0,Standard,715.37,29.54299503646419,26 Years and 8 Months,Yes,344.21243,293.05927,High_spent_Small_value_payments,494.65964,2023-01-01,1.0,0,320,26.666666,0.0068120253
CUS_0x18c9,31183.16,2760.596666666667,0,7,5.0,1.0,Mortgage Loan,0,15,2.46,1.0,,854.72,26.620815733202683,21 Years and 8 Months,NM,23.722775,76.3938,,455.94308,2023-01-01,,1,260,21.666666,0.027409665
CUS_0x190e,39734.74,3402.228333333333,3,6,8.0,0.0,,9,8,1.75,0.0,,1084.26,37.217016445715615,18 Years and 3 Months,No,0.0,165.45941,High_spent_Small_value_payments,434.76343,2023-01-01,0.0,0,219,18.25,0.027287459
CUS_0x1920,20328.25,1561.020833333333,6,5,16.0,0.0,,19,20,,5.0,Standard,1025.98,32.88569540221571,5 Years and 7 Months,Yes,0.0,63.305943,Low_spent_Small_value_payments,382.79614,2023-01-01,1.0,0,67,5.5833335,0.05047065
