Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date,is_min_pay_only,min_pay_info_missing,credit_history_months,credit_history_years,dti
CUS_0x1015,46951.02,3725.585,7,4,16.0,0.0,,8,9,15.83,9.0,Standard,340.22,38.68223175011704,21 Years and 5 Months,NM,0.0,437.434,Low_spent_Small_value_payments,225.12451,2023-08-01,,1,257,21.416666,0.007246275
CUS_0x1032,60410.94,5274.245,4,7,17.0,4.0,"Student Loan, Home Equity Loan, Not Specified, and Payday Loan",24,9,10.65,9.0,Standard,1852.86,31.80839553625598,16 Years and 3 Months,Yes,149.92639,481.49277,,176.00534,2023-08-01,1.0,0,195,16.25,0.030670933
CUS_0x106f,134035.08,11102.589999999998,0,5,10.0,2.0,"Home Equity Loan, and Mortgage Loan",6,7,5.32,8.0,Good,767.91,31.12893781571753,24 Years and 11 Months,No,143.48373,1075.3385,Low_spent_Medium_value_payments,171.43675,2023-08-01,0.0,0,299,24.916666,0.0057291714
CUS_0x11c0,14527.455,964.62125,3,3,4.0,4.0,"Debt Consolidation Loan, Student Loan, Auto Loan, and Home Equity Loan",19,3,6.31,2.0,Good,321.05,32.388556397461755,19 Years and 10 Months,No,41.695446,49.3831,Low_spent_Small_value_payments,295.38358,2023-08-01,0.0,0,238,19.833334,0.022099534
CUS_0x1255,38670.08,3459.5066666666667,4,5,3.0,,Credit-Builder Loan,9,2,3.78,2.0,Good,632.29,38.66287047811941,22 Years and 8 Months,No,23.923761,238.10887,High_spent_Small_value_payments,343.91803,2023-08-01,0.0,0,272,22.666666,0.016350884
CUS_0x12ea,38980.76,3172.396666666667,8,8,25.0,9.0,"Home Equity Loan, Not Specified, Personal Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Personal Loan",27,17,16.43,10.0,Bad,2927.1,40.39762432875828,3 Years and 11 Months,Yes,167.53674,78.63531,High_spent_Medium_value_payments,321.0676,2023-08-01,1.0,0,47,3.9166667,0.07509089
CUS_0x1326,8658.18,637.515,10,7,22.0,,"Payday Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Not Specified, Debt Consolidation Loan, and Student Loan",19,21,8.68,14.0,Bad,2599.69,37.50408407440113,7 Years and 5 Months,Yes,36.695786,80.36112,Low_spent_Small_value_payments,236.6946,2023-08-01,1.0,0,89,7.4166665,0.30025825
CUS_0x136c,120644.88,10043.74,4,6,7.0,4.0,"Student Loan, Student Loan, Not Specified, and Credit-Builder Loan",1,6,10.49,1.0,Good,1437.99,41.94258015473782,18 Years and 1 Months,No,257.89978,80.47305,High_spent_Large_value_payments,906.00116,2023-08-01,0.0,0,217,18.083334,0.011919196
CUS_0x138f,20483.84,1811.986666666667,7,7,32.0,8.0,"Student Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",44,22,4.75,6.0,Bad,2469.37,31.269890522152945,9 Years and 5 Months,Yes,106.130035,213.84444,,151.2242,2023-08-01,1.0,0,113,9.416667,0.12055211
CUS_0x13e7,57792.3,4665.025,8,9,29.0,3.0,"Credit-Builder Loan, Auto Loan, and Debt Consolidation Loan",18,8,19.07,8.0,Standard,1938.26,29.157986815607323,11 Years and 0 Months,Yes,133.81963,56.908417,High_spent_Medium_value_payments,525.7745,2023-08-01,1.0,0,132,11.0,0.03353838
CUS_0x143a,165798.2,14104.516666666668,2,5,5.0,1.0,Payday Loan,14,12,3.71,5.0,Good,1022.71,48.19982397892475,18 Years and 4 Months,No,117.176254,293.6238,High_spent_Medium_value_payments,1249.6516,2023-08-01,0.0,0,220,18.333334,0.0061684023
CUS_0x1453,10682.245,689.1870833333335,7,6,6.0,4.0,"Personal Loan, Student Loan, Personal Loan, and Mortgage Loan",18,18,,0.0,,1269.6,27.884506322305143,27 Years and 6 Months,No,17.933634,21.975508,Low_spent_Medium_value_payments,309.00955,2023-08-01,0.0,0,330,27.5,0.118851416
CUS_0x1471,31061.8,2534.483333333333,5,7,10.0,4.0,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, and Payday Loan",13,6,6.13,8.0,Standard,157.62,27.363246650299693,17 Years and 5 Months,No,76.880135,36.221695,High_spent_Medium_value_payments,390.3465,2023-08-01,0.0,0,209,17.416666,0.0050744
CUS_0x14cf,13618.87,1332.9058333333337,4,3,11.0,0.0,,10,18,8.18,0.0,Good,1480.87,31.49544303856028,31 Years and 10 Months,No,0.0,55.298813,High_spent_Small_value_payments,337.99176,2023-08-01,0.0,0,382,31.833334,0.10873663
CUS_0x15c4,21093.41,1677.7841666666666,1,5,10.0,3.0,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",13,9,6.07,7.0,Good,694.73,30.47809077967002,27 Years and 4 Months,NM,29.959036,180.98482,Low_spent_Small_value_payments,246.83456,2023-08-01,,1,328,27.333334,0.032935876
CUS_0x15f2,15566.55,1202.2125,8,8,28.0,5.0,"Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan",57,20,18.13,8.0,,3412.46,40.25986969979582,12 Years and 11 Months,NM,45.14912,101.05126,Low_spent_Small_value_payments,264.02087,2023-08-01,,1,155,12.916667,0.2192175
CUS_0x1661,18083.64,1336.97,9,8,18.0,2.0,"Not Specified, and Debt Consolidation Loan",60,14,7.06,14.0,Standard,2489.37,30.73068006522128,13 Years and 5 Months,Yes,26.883461,82.642494,Low_spent_Small_value_payments,314.17105,2023-08-01,1.0,0,161,13.416667,0.13765869
CUS_0x1676,124436.4,10520.7,5,5,7.0,2.0,"Not Specified, and Debt Consolidation Loan",12,7,2.82,1.0,Good,529.84,32.07150056533636,30 Years and 0 Months,No,164.01408,398.53143,,759.5245,2023-08-01,0.0,0,360,30.0,0.0042579183
CUS_0x1709,65945.7,5486.474999999999,5,7,8.0,0.0,,-1,8,8.07,1.0,Good,215.05,31.352868107397214,18 Years and 8 Months,No,0.0,147.72194,Low_spent_Large_value_payments,670.92554,2023-08-01,0.0,0,224,18.666666,0.0032610162
CUS_0x17c5,42265.53,3297.1275,7,5,32.0,6.0,"Student Loan, Credit-Builder Loan, Personal Loan, Student Loan, Auto Loan, and Home Equity Loan",29,10,9.0,8.0,Standard,2107.97,35.39526728120393,13 Years and 10 Months,Yes,112.393906,10000.0,High_spent_Large_value_payments,376.87506,2023-08-01,1.0,0,166,13.833333,0.049874447
CUS_0x181a,34676.38,2592.248483217291,5,5,18.0,,Student Loan,5,15,8.93,2.0,Standard,1334.09,29.526947210024304,16 Years and 0 Months,Yes,200.81807,206.43744,Low_spent_Small_value_payments,340.46417,2023-08-01,1.0,0,192,16.0,0.038472585
CUS_0x1848,33834.47,2630.539166666667,3,4,8.0,0.0,,7,5,1.63,5.0,Good,215.35,25.91275132642525,31 Years and 10 Months,NM,0.0,10000.0,High_spent_Small_value_payments,351.242,2023-08-01,,1,382,31.833334,0.006364811
CUS_0x1864,485755.0,8238.57,2,5,3.0,4.0,"Not Specified, Mortgage Loan, Personal Loan, and Mortgage Loan",2,5,17.32,1.0,Good,128.48,39.00252823191703,28 Years and 6 Months,No,177.50359,299.8431,Low_spent_Small_value_payments,636.5103,2023-08-01,0.0,0,342,28.5,0.00026449547
CUS_0x1869,30643.51,2703.625833333333,0,5,7.0,0.0,,11,12,1.74,5.0,,1364.66,29.781641851470614,31 Years and 9 Months,No,0.0,10000.0,High_spent_Medium_value_payments,451.3867,2023-08-01,0.0,0,381,31.75,0.044533413
CUS_0x18d4,74264.92,6137.743333333333,4,4,4.0,4.0,"Home Equity Loan, Auto Loan, Student Loan, and Auto Loan",3,7,8.16,2.0,,307.82,29.06177871910799,25 Years and 6 Months,No,54445.0,10000.0,High_spent_Small_value_payments,536.13214,2023-08-01,0.0,0,306,25.5,0.004144891
